Time (Unix ms),Phase,Device Id,Position Id,Phase Name,Capture Phase Id,Record Id,Fx,Fy,Fz,Mx,My,Mz,COPx,COPy
1783094989706,1,12.00000018,Upper Delivery,Loading,pitch.0,83632,-0.0391,-0.1031,0.0516,-0.0884,-0.0304,-0.0012,0.0,0.0
1783094989707,1,11.0000004b,Drive,Loading,pitch.0,83736,-12.4507,4.488,58.8963,49.7657,121.4888,1.2933,-0.2133,0.0874
1783094989707,1,12.00000018,Upper Delivery,Loading,pitch.0,83633,-0.0389,-0.0991,0.0465,-0.0884,-0.0304,-0.0012,0.0,0.0
1783094989707,1,Pitching Mound.Drive,,Loading,pitch.0,83736,-12.4507,4.488,58.8963,49.7657,121.4888,1.2933,-0.2133,0.0874
1783094989708,1,11.0000004b,Drive,Loading,pitch.0,83737,-12.4652,4.5042,59.0377,49.8183,121.5148,1.2719,-0.2128,0.0873
1783094989708,1,12.00000018,Upper Delivery,Loading,pitch.0,83634,-0.0405,-0.0904,0.0355,-0.0884,-0.0304,-0.0012,0.0,0.0
1783094989708,1,Pitching Mound.Drive,,Loading,pitch.0,83737,-12.4652,4.5042,59.0377,49.8183,121.5148,1.2719,-0.2128,0.0873
1783094989709,1,11.0000004b,Drive,Loading,pitch.0,83738,-12.4801,4.5268,59.3794,49.8926,121.8147,1.228,-0.2121,0.0869
1783094989709,1,12.00000018,Upper Delivery,Loading,pitch.0,83635,-0.0401,-0.09,0.033,-0.0884,-0.0304,-0.0012,0.0,0.0
1783094989709,1,Pitching Mound.Drive,,Loading,pitch.0,83738,-12.4801,4.5268,59.3794,49.8926,121.8147,1.228,-0.2121,0.0869
1783094989710,1,11.0000004b,Drive,Loading,pitch.0,83739,-12.4734,4.5299,59.2564,49.8021,121.4726,1.2234,-0.212,0.0869
1783094989710,1,12.00000018,Upper Delivery,Loading,pitch.0,83636,-0.0391,-0.0937,0.0362,-0.0884,-0.0304,-0.0012,0.0,0.0
1783094989710,1,Pitching Mound.Drive,,Loading,pitch.0,83739,-12.4734,4.5299,59.2564,49.8021,121.4726,1.2234,-0.212,0.0869
1783094989711,1,11.0000004b,Drive,Loading,pitch.0,83740,-12.4796,4.543,59.1364,49.8003,121.4142,1.2489,-0.2123,0.0871
1783094989711,1,12.00000015,Lower Delivery,Loading,pitch.0,83610,0.0311,-0.0047,0.0121,-0.0224,-0.0188,-0.0015,0.0,0.0
1783094989711,1,12.00000018,Upper Delivery,Loading,pitch.0,83637,-0.0426,-0.0964,0.0326,-0.0884,-0.0304,-0.0012,0.0,0.0
1783094989711,1,Pitching Mound.Delivery,,Loading,pitch.0,83486,-0.0115,-0.1011,0.0448,-0.1177,-0.0491,-0.0277,0.0,0.0
1783094989711,1,Pitching Mound.Drive,,Loading,pitch.0,83740,-12.4796,4.543,59.1364,49.8003,121.4142,1.2489,-0.2123,0.0871
1783094989711,1,Pitching Mound.Parent,,Loading,pitch.0,83420,-12.4911,4.4419,59.1812,49.6825,121.3651,1.2212,-0.2121,0.0869
1783094989712,1,11.0000004b,Drive,Loading,pitch.0,83741,-12.4974,4.5561,59.1047,49.7396,121.2087,1.2368,-0.212,0.087
1783094989712,1,12.00000015,Lower Delivery,Loading,pitch.0,83611,0.0319,-0.0045,0.0121,-0.0156,-0.0288,-0.0018,0.0,0.0
1783094989712,1,12.00000018,Upper Delivery,Loading,pitch.0,83638,-0.0421,-0.0987,0.0328,-0.0884,-0.0304,-0.0012,0.0,0.0
1783094989712,1,Pitching Mound.Delivery,,Loading,pitch.0,83487,-0.0102,-0.1032,0.0449,-0.111,-0.0592,-0.0281,0.0,0.0
1783094989712,1,Pitching Mound.Drive,,Loading,pitch.0,83741,-12.4974,4.5561,59.1047,49.7396,121.2087,1.2368,-0.212,0.087
1783094989712,1,Pitching Mound.Parent,,Loading,pitch.0,83421,-12.5076,4.4529,59.1496,49.6285,121.1496,1.2087,-0.2119,0.0868
1783094989713,1,11.0000004b,Drive,Loading,pitch.0,83742,-12.5014,4.5671,59.3006,49.8538,121.5169,1.2179,-0.2119,0.0869
1783094989713,1,12.00000015,Lower Delivery,Loading,pitch.0,83612,0.0298,-0.0036,0.0126,-0.0261,-0.0267,-0.0019,0.0,0.0
1783094989713,1,12.00000018,Upper Delivery,Loading,pitch.0,83639,-0.0435,-0.1032,0.0325,-0.0884,-0.0304,-0.0012,0.0,0.0
1783094989713,1,Pitching Mound.Delivery,,Loading,pitch.0,83488,-0.0137,-0.1068,0.0451,-0.1212,-0.0571,-0.028,0.0,0.0
1783094989713,1,Pitching Mound.Drive,,Loading,pitch.0,83742,-12.5014,4.5671,59.3006,49.8538,121.5169,1.2179,-0.2119,0.0869
1783094989713,1,Pitching Mound.Parent,,Loading,pitch.0,83422,-12.5152,4.4603,59.3457,49.7326,121.4598,1.1899,-0.2117,0.0867
1783094989714,1,11.0000004b,Drive,Loading,pitch.0,83743,-12.5011,4.565,59.2289,49.8092,121.474,1.2188,-0.2121,0.087
1783094989714,1,12.00000015,Lower Delivery,Loading,pitch.0,83613,0.031,-0.0037,0.0108,-0.0143,-0.0178,-0.0017,0.0,0.0
1783094989714,1,12.00000018,Upper Delivery,Loading,pitch.0,83640,-0.0464,-0.1067,0.035,-0.0884,-0.0304,-0.0012,0.0,0.0
1783094989714,1,Pitching Mound.Delivery,,Loading,pitch.0,83489,-0.0153,-0.1104,0.0458,-0.1109,-0.0482,-0.0292,0.0,0.0
1783094989714,1,Pitching Mound.Drive,,Loading,pitch.0,83743,-12.5011,4.565,59.2289,49.8092,121.474,1.2188,-0.2121,0.087
1783094989714,1,Pitching Mound.Parent,,Loading,pitch.0,83423,-12.5164,4.4546,59.2748,49.6983,121.4259,1.1897,-0.2119,0.0867
1783094989715,1,11.0000004b,Drive,Loading,pitch.0,83744,-12.4976,4.5615,59.1569,49.7943,121.379,1.2315,-0.2122,0.087
1783094989715,1,12.00000015,Lower Delivery,Loading,pitch.0,83614,0.03,-0.0034,0.0111,-0.0148,-0.0187,-0.0018,0.0,0.0
1783094989715,1,12.00000018,Upper Delivery,Loading,pitch.0,83641,-0.0456,-0.111,0.0351,-0.0884,-0.0304,-0.0012,0.0,0.0
1783094989715,1,Pitching Mound.Delivery,,Loading,pitch.0,83490,-0.0156,-0.1144,0.0462,-0.1113,-0.0491,-0.0287,0.0,0.0
1783094989715,1,Pitching Mound.Drive,,Loading,pitch.0,83744,-12.4976,4.5615,59.1569,49.7943,121.379,1.2315,-0.2122,0.087
1783094989715,1,Pitching Mound.Parent,,Loading,pitch.0,83424,-12.5131,4.4471,59.203,49.6829,121.3299,1.2029,-0.212,0.0868
1783094989716,1,11.0000004b,Drive,Loading,pitch.0,83745,-12.4893,4.5739,59.2297,49.7784,121.3819,1.2162,-0.2119,0.0869
1783094989716,1,12.00000015,Lower Delivery,Loading,pitch.0,83615,0.0278,-0.0028,0.0097,-0.0135,-0.0127,-0.0007,0.0,0.0
1783094989716,1,12.00000018,Upper Delivery,Loading,pitch.0,83642,-0.0476,-0.1145,0.036,-0.0884,-0.0304,-0.0012,0.0,0.0
1783094989716,1,Pitching Mound.Delivery,,Loading,pitch.0,83491,-0.0198,-0.1173,0.0457,-0.1109,-0.0431,-0.0276,0.0,0.0
1783094989716,1,Pitching Mound.Drive,,Loading,pitch.0,83745,-12.4893,4.5739,59.2297,49.7784,121.3819,1.2162,-0.2119,0.0869
1783094989716,1,Pitching Mound.Parent,,Loading,pitch.0,83425,-12.509,4.4566,59.2754,49.6675,121.3388,1.1887,-0.2117,0.0867
1783094989717,1,11.0000004b,Drive,Loading,pitch.0,83746,-12.4925,4.5558,59.1875,49.6686,121.2539,1.2092,-0.2118,0.0868
1783094989717,1,12.00000015,Lower Delivery,Loading,pitch.0,83616,0.0252,-0.0018,0.0114,-0.0174,-0.0076,0.0,0.0,0.0
1783094989717,1,12.00000018,Upper Delivery,Loading,pitch.0,83643,-0.0487,-0.11,0.0313,-0.0884,-0.0304,-0.0012,0.0,0.0
1783094989717,1,Pitching Mound.Delivery,,Loading,pitch.0,83492,-0.0235,-0.1119,0.0427,-0.1125,-0.0379,-0.0263,0.0,0.0
1783094989717,1,Pitching Mound.Drive,,Loading,pitch.0,83746,-12.4925,4.5558,59.1875,49.6686,121.2539,1.2092,-0.2118,0.0868
