"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","miss_distance","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"FF","2021-06-26","98.9","-1.44","5.44","deGrom, Jacob",621107,594798,,"called_strike",,,,,5,,"R","R","R","NYM","PHI","S",,,0,0,2021,"-0.98","1.22",-0.016013738864056326,2.6931468686997557,,,,0,3,"Top",,,,,,,6.229533487781551,-143.984957790506,-4.988300652204058,-15.066095879733092,31.032052344425153,-14.192948330671118,3.65999999998985,1.67999999999055,,,,"100.2",2403,"6.8",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.66",,,,,,,,19,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",218,"0.004","-0.042",,,,,"0.042",,0,0,0.5,0.5,33,27,33,27,1,0,5,6,5,7,"1.09","0.98","0.98","33.6",,,,,
"FF","2021-06-26","100","-1.06","5.42","deGrom, Jacob",591720,594798,"force_out","hit_into_play",,,,,8,"Ronald Torreyes grounds into a force out, shortstop Francisco Lindor to second baseman Jose Peraza. Nick Maton out at 2nd.","R","R","R","NYM","PHI","X",6,"ground_ball",1,0,2021,"-0.87","1.28",0.20178147446596195,1.7212809474827873,,,665155,2,2,"Top",103.98,145.14,,,,,5.585041406351957,-145.2914401986424,-7.856137360755197,-13.596298534201958,36.88227908948146,-12.391140919283302,3.26,1.481,102,"95.2",5,"100.5",2402,"6.8",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.67",0.501,0.456,"0",1,0,0,4,12,2,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Infield shift","Standard",220,"0.023","-0.313",,,,0.562,"0.313","95.2",-1,1,0.42,0.5800000000000001,33,28,33,29,1,0,5,1,5,1,"1.02","0.87","0.87","34.1",,,,,
"FF","2021-06-26","100.6","-1.03","5.45","deGrom, Jacob",591720,594798,,"ball",,,,,14,,"R","R","R","NYM","PHI","B",,,0,0,2021,"-0.63","1.42",1.1415268583656673,1.5681227242686093,,,665155,2,2,"Top",,,,,,,7.604801675333842,-146.12573927690684,-8.815845196693344,-10.922598116191468,36.23081170304755,-9.945701932833924,2.91542869076205,1.47999999999894,,,,"101.3",2480,"6.9",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.6",,,,,,,,12,1,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Infield shift","Standard",220,"-0.002","0.043",,,,,"-0.043",,-1,1,0.422,0.5780000000000001,33,28,33,29,1,0,5,1,5,1,"0.85","0.63","0.63","33.9",,,,,
"FF","2021-06-26","99.8","-1.11","5.43","deGrom, Jacob",665155,594798,"single","hit_into_play",,,,,6,"Nick Maton singles on a line drive to right fielder Michael Conforto. Andrew McCutchen scores.","R","L","R","NYM","PHI","X",9,"line_drive",1,0,2021,"-0.71","1.31",0.6629815927686364,2.7223293880070187,,457705,,2,2,"Top",191.73,120.35,,,,,6.600885954693291,-145.1464920806312,-5.198912065400409,-11.5976029557791,32.50897001430194,-12.599388463201473,3.467,1.589,254,"87.7",22,"100.8",2345,"6.8",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.74",0.258,0.287,"0.9",1,1,0,3,11,2,"4-Seam Fastball",0,0,0,0,1,0,1,0,"Infield shift","Standard",220,"-0.094","0.64",,,,0.418,"-0.64","88.0",0,0,0.516,0.484,33,24,33,24,1,0,5,1,5,1,"0.97","0.71","-0.71","33.4",,,,,
"FF","2021-06-26","100.3","-1.03","5.42","deGrom, Jacob",665155,594798,,"ball",,,,,12,,"R","L","R","NYM","PHI","B",,,0,0,2021,"-0.79","1.35",1.3054820996605971,3.06748024615694,,457705,,2,2,"Top",,,,,,,8.412564893614043,-145.93369184488455,-4.442328908612752,-13.135892768275216,32.14445781180852,-11.906990440806249,3.11196098643297,1.59000000000809,,,,"101.7",2367,"6.9",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.61",,,,,,,,11,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",219,"-0.001","0.023",,,,,"-0.023",,0,0,0.517,0.483,33,24,33,24,1,0,5,1,5,1,"0.9","0.79","-0.79","34.8",,,,,
"FF","2021-06-26","99.3","-0.96","5.5","deGrom, Jacob",663897,594798,"strikeout","swinging_strike",,,,,12,"Luke Williams strikes out swinging.","R","R","R","NYM","PHI","S",2,,1,2,2021,"-0.63","1.46",0.9779119117748685,3.2431180578981436,,457705,,1,2,"Top",,,,,,,6.85498178029212,-144.38450333811613,-4.191010771689918,-10.433261404559726,35.35665178537328,-11.032737395045983,3.411,1.565,,,,"100",2331,"6.8",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.68",,0,"0",1,0,0,,10,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",219,"0.026","-0.22",,,,,"0.22",,0,0,0.491,0.509,33,24,33,25,1,0,5,1,5,2,"0.87","0.63","0.63","35.5",,,,,
"FF","2021-06-26","100.2","-1.02","5.45","deGrom, Jacob",663897,594798,,"called_strike",,,,,14,,"R","R","R","NYM","PHI","S",,,1,1,2021,"-0.67","1.42",0.9535464105748241,1.9522905280737421,,,457705,1,2,"Top",,,,,,,7.12665123942228,-145.6589640316511,-7.748084320737901,-11.25261703935817,34.35481014867996,-10.229309573677494,3.08047961896597,1.50083118113387,,,,"101.3",2367,"6.9",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.56",,,,,,,,10,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",215,"-0.008","-0.072",,,,,"0.072",,0,0,0.499,0.501,33,24,33,25,1,0,5,1,5,2,"0.85","0.67","0.67","34.2",,,,,
"FF","2021-06-26","99.8","-1.15","5.44","deGrom, Jacob",663897,594798,,"swinging_strike",,,,,12,,"R","R","R","NYM","PHI","S",,,1,0,2021,"-0.54","1.5",0.9288932161561082,2.6692620914835707,,,457705,1,2,"Top",,,,,,,7.058181783983143,-145.1517224460965,-5.816794209682358,-9.306737469699941,35.424085582616044,-9.743134955073621,3.411,1.565,,,,"100.7",2410,"6.9",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.6",,,,,,,,10,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",217,"0.006","-0.044",,,,,"0.044",,0,0,0.493,0.507,33,24,33,25,1,0,5,1,5,2,"0.79","0.54","0.54","33.8",,,,,
"FF","2021-06-26","99.9","-1.11","5.42","deGrom, Jacob",663897,594798,,"ball",,,,,14,,"R","R","R","NYM","PHI","B",,,0,0,2021,"-0.71","1.35",1.6238000563600634,1.712293428220918,,,457705,1,2,"Top",,,,,,,9.237289723558819,-145.1327833474109,-8.097870132409321,-12.025489061670587,31.47077587106984,-11.305331218771208,2.95134164612742,1.56000000000075,,,,"100.8",2365,"6.7",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.79",,,,,,,,10,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",220,"-0.004","0.04",,,,,"-0.04",,0,0,0.497,0.503,33,24,33,25,1,0,5,1,5,2,"0.92","0.71","0.71","34.0",,,,,
"SL","2021-06-26","91.3","-1.12","5.54","deGrom, Jacob",457705,594798,"single","hit_into_play",,,,,9,"Andrew McCutchen singles on a line drive to center fielder Albert Almora, deflected by pitcher Jacob deGrom.","R","R","R","NYM","PHI","X",1,"line_drive",2,2,2021,"0.67","0.04",0.27775758047663235,1.8301480512997679,,,,1,2,"Top",125,182,,,,,2.082279735134742,-133.14370734547882,-3.64571848410567,7.6596049482094966,25.11490741938292,-31.17238637535498,3.319,1.513,115,"91.1",6,"92.4",2751,"6.6",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.95",0.518,0.491,"0.9",1,1,0,4,9,5,"Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard",143,"-0.029","0.449",,,,0.596,"-0.449","91.1",0,0,0.526,0.474,33,34,33,35,1,0,5,1,5,1,"2.65","-0.67","-0.67","36.6",,,,,
"SL","2021-06-26","92","-1.16","5.48","deGrom, Jacob",457705,594798,,"ball",,,,,14,,"R","R","R","NYM","PHI","B",,,1,2,2021,"0.67","0.16",1.6814007167666003,1.3253303631417608,,,,1,2,"Top",,,,,,,5.807546652059194,-133.9544428208832,-5.149890251454108,7.009154487330312,25.244911122940636,-29.47662955432742,3.28306315108099,1.50999999999533,,,,"93.2",2773,"6.7",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.81",,,,,,,,9,4,"Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard",142,"-0.002","0.044",,,,,"-0.044",,0,0,0.528,0.472,33,34,33,35,1,0,5,1,5,1,"2.51","-0.67","-0.67","37.7",,,,,
"SL","2021-06-26","91.6","-1.12","5.59","deGrom, Jacob",457705,594798,,"swinging_strike",,,,,14,,"R","R","R","NYM","PHI","S",,,1,1,2021,"0.48","0.32",1.2497070459189206,2.1546537722263217,,,,1,2,"Top",,,,,,,4.9701319689713275,-133.51455715435256,-3.6426842955884022,4.982109898600341,23.881793700548634,-27.825373689230467,3.319,1.513,,,,"93",2646,"6.6",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.86",,,,,,,,9,3,"Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard",143,"0.004","-0.068",,,,,"0.068",,0,0,0.524,0.476,33,34,33,35,1,0,5,1,5,1,"2.35","-0.48","-0.48","37.5",,,,,
"SL","2021-06-26","93.2","-1.35","5.54","deGrom, Jacob",457705,594798,,"called_strike",,,,,9,,"R","R","R","NYM","PHI","S",,,1,0,2021,"0.44","0.42",0.6835870175599157,1.538654896686065,,,,1,2,"Top",,,,,,,4.28425138257047,-135.63875050586603,-5.472298381056319,4.569799841228354,28.35094274219501,-26.07452820693578,3.27569344540279,1.50999999999939,,,,"93.9",2580,"6.6",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.92",,,,,,,,9,2,"Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard",179,"0.004","-0.051",,,,,"0.051",,0,0,0.52,0.48,33,34,33,35,1,0,5,1,5,1,"2.2","-0.44","-0.44","36.1",,,,,
"FF","2021-06-26","99.5","-1.14","5.48","deGrom, Jacob",457705,594798,,"ball",,,,,14,,"R","R","R","NYM","PHI","B",,,0,0,2021,"-0.83","1.37",1.9927421498764217,2.028013420003777,,,,1,2,"Top",,,,,,,10.642703397665722,-144.3405031614097,-7.332014626983817,-14.178866972864359,34.882380053064686,-11.3547814922311,3.20192582340363,1.51000000000166,,,,"100.2",2343,"6.9",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.57",,,,,,,,9,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",218,"-0.003","0.041",,,,,"-0.041",,0,0,0.523,0.477,33,34,33,35,1,0,5,1,5,1,"0.95","0.83","0.83","35.6",,,,,
"FF","2021-06-26","100","-1.12","5.49","deGrom, Jacob",592663,594798,"field_out","hit_into_play",,,,,9,"J.T. Realmuto grounds out, second baseman Jose Peraza to first baseman Pete Alonso.","R","R","R","NYM","PHI","X",4,"ground_ball",1,1,2021,"-0.82","1.32",0.7040038857573302,1.758587148374461,,,,0,2,"Top",145.99,145.61,,,,,7.02360210314225,-145.31598864462737,-8.066283062051959,-13.263666191223876,34.087262233181825,-11.807901371506446,3.411,1.565,4,"98",-20,"100.8",2512,"6.8",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.71",0.188,0.18,"0",1,0,0,2,8,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",214,"0.022","-0.257",,,,0.192,"0.257","98.0",0,0,0.501,0.499,33,30,33,30,1,0,5,1,5,1,"0.97","0.82","0.82","34.5",,,,,
"FF","2021-06-26","99.4","-1.18","5.44","deGrom, Jacob",592663,594798,,"ball",,,,,14,,"R","R","R","NYM","PHI","B",,,0,1,2021,"-0.8","1.19",1.7738962068169548,1.3716098817100888,,,,0,2,"Top",,,,,,,10.068190372569964,-144.2416933777111,-8.626845464089921,-13.444622193645255,30.904510127253072,-13.719725721464222,3.33495325577758,1.55999999998773,,,,"100.6",2438,"6.9",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.6",,,,,,,,8,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",213,"-0.002","0.03",,,,,"-0.03",,0,0,0.503,0.497,33,30,33,30,1,0,5,1,5,1,"1.12","0.8","0.8","35.0",,,,,
"SL","2021-06-26","91.3","-1.34","5.56","deGrom, Jacob",592663,594798,,"called_strike",,,,,14,,"R","R","R","NYM","PHI","S",,,0,0,2021,"0.35","0.3",1.0341194214091034,1.705208694624318,,,,0,2,"Top",,,,,,,5.247897544259354,-133.0451659857706,-4.628461708318481,3.371721907982664,22.806110936978257,-27.915118384142023,3.56995479644639,1.65751464206185,,,,"92.7",2659,"6.6",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.93",,,,,,,,8,1,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",159,"0.003","-0.042",,,,,"0.042",,0,0,0.5,0.5,33,30,33,30,1,0,5,1,5,1,"2.38","-0.35","-0.35","36.4",,,,,
"SL","2021-06-26","91.9","-1.08","5.51","deGrom, Jacob",547180,594798,"strikeout","swinging_strike",,,,,14,"Bryce Harper strikes out swinging.","R","L","R","NYM","PHI","S",2,,1,2,2021,"0.37","0.02",1.561097487234389,0.979054048475887,,,,2,1,"Top",,,,,,,5.939970782191504,-133.6940870176684,-5.712789349218276,3.105787316173245,29.588892439873412,-30.859007876166494,3.49,1.601,,,,"92.6",2616,"6.8",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.73",,0,"0",1,0,0,,3,4,"Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard",125,"0.007","-0.188",,,,,"0.188",,0,0,0.541,0.45899999999999996,33,28,33,29,1,0,5,1,5,2,"2.69","-0.37","0.37","37.5",,,,,
"SL","2021-06-26","90.2","-1.02","5.58","deGrom, Jacob",547180,594798,,"ball",,,,,14,,"R","L","R","NYM","PHI","B",,,0,2,2021,"0.63","-0.34",0.7711907733305763,0.16463892913512712,,,,2,1,"Top",,,,,,,3.140683612545944,-131.34557688502215,-6.9509304602919535,6.817185682194405,23.2491388683768,-35.0425719001575,2.89782281820226,1.60000000000969,,,,"91.5",2784,"6.7",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.82",,,,,,,,3,3,"Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard",122,"-0.001","0.03",,,,,"-0.03",,0,0,0.542,0.45799999999999996,33,28,33,29,1,0,5,1,5,2,"3.1","-0.63","0.63","38.7",,,,,
"SL","2021-06-26","91.7","-1.11","5.52","deGrom, Jacob",547180,594798,,"swinging_strike",,,,,14,,"R","L","R","NYM","PHI","S",,,0,1,2021,"0.41","-0.16",1.0216841353565242,1.3993678054392102,,,,2,1,"Top",,,,,,,4.562030229363804,-133.61166958256624,-4.363037851375803,4.079320046170632,24.59612424338002,-33.4405780788529,3.49,1.601,,,,"93.2",2692,"6.8",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.71",,,,,,,,3,2,"Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard",115,"0.002","-0.063",,,,,"0.063",,0,0,0.54,0.45999999999999996,33,28,33,29,1,0,5,1,5,2,"2.83","-0.41","0.41","38.2",,,,,
"SL","2021-06-26","93.5","-1.1","5.56","deGrom, Jacob",547180,594798,,"swinging_strike",,,,,14,,"R","L","R","NYM","PHI","S",,,0,0,2021,"0.43","0.26",1.0889442755140513,2.099032715308759,,,,2,1,"Top",,,,,,,4.721577418078489,-136.22550600731884,-3.84586982104553,4.53040663652308,25.93981794318528,-28.37905792178109,3.49,1.601,,,,"94.7",2518,"6.6",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.86",,,,,,,,3,1,"Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard",154,"0.002","-0.047",,,,,"0.047",,0,0,0.538,0.46199999999999997,33,28,33,29,1,0,5,1,5,2,"2.32","-0.43","0.43","36.5",,,,,
"FF","2021-06-26","100.8","-1.12","5.47","deGrom, Jacob",656555,594798,"field_out","hit_into_play",,,,,6,"Rhys Hoskins lines out sharply to left fielder Dominic Smith.","R","R","R","NYM","PHI","X",7,"line_drive",2,1,2021,"-0.76","1.24",0.3175627893196401,2.792904287097817,,,,1,1,"Top",65.16,73.49,,,,,5.853558243152734,-146.68961039335846,-5.085266741426732,-12.343441650114697,36.05784816112079,-13.302992509712052,3.549,1.627,345,"106.8",20,"101.7",2374,"6.8",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.66",0.714,1.2185714285714286,"0",1,0,0,6,2,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",212,"0.018","-0.309",,,,2.289,"0.309","106.8",0,0,0.52,0.48,33,28,33,28,1,0,5,1,5,1,"1.01","0.76","0.76","33.7",,,,,
"FF","2021-06-26","100.6","-1.14","5.5","deGrom, Jacob",656555,594798,,"ball",,,,,12,,"R","R","R","NYM","PHI","B",,,1,1,2021,"-0.83","1.25",1.1507048424271162,3.0047058958380197,,,,1,1,"Top",,,,,,,8.415158968380526,-146.1976179418027,-4.548003327790331,-13.89908948758739,35.46072482475264,-13.36688537169052,3.52777406957775,1.62999999999276,,,,"101.4",2420,"6.9",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.63",,,,,,,,2,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",214,"-0.003","0.06",,,,,"-0.06",,0,0,0.523,0.477,33,28,33,28,1,0,5,1,5,1,"1.01","0.83","0.83","35.2",,,,,
"FF","2021-06-26","100.8","-1.33","5.38","deGrom, Jacob",656555,594798,,"called_strike",,,,,2,,"R","R","R","NYM","PHI","S",,,1,0,2021,"-0.84","1.27",-0.04967323233106713,3.293795582714653,,,,1,1,"Top",,,,,,,5.615784321757321,-146.6257038315556,-3.4745380594977098,-13.494165062511183,36.8710035181789,-13.326504167248597,3.57221411615647,1.62999999999164,,,,"101.5",2421,"6.8",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.68",,,,,,,,2,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",215,"0.003","-0.051",,,,,"0.051",,0,0,0.52,0.48,33,28,33,28,1,0,5,1,5,1,"0.99","0.84","0.84","34.3",,,,,
"FF","2021-06-26","100.5","-1.23","5.48","deGrom, Jacob",656555,594798,,"ball",,,,,11,,"R","R","R","NYM","PHI","B",,,0,0,2021,"-0.85","1.18",-1.5465504118843532,3.9312657631044803,,,,1,1,"Top",,,,,,,1.1482328850882102,-146.3599002308906,-1.7510412706577236,-12.42510100405173,34.91901650410694,-15.042989441630734,3.58732732157155,1.63000000000642,,,,"101.2",2356,"6.7",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.83",,,,,,,,2,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",215,"-0.002","0.041",,,,,"-0.041",,0,0,0.522,0.478,33,28,33,28,1,0,5,1,5,1,"1.08","0.85","0.85","35.5",,,,,
"FF","2021-06-26","100.4","-1.18","5.51","deGrom, Jacob",546318,594798,"field_out","hit_into_play",,,,,12,"Odubel Herrera pops out to first baseman Pete Alonso in foul territory.","R","L","R","NYM","PHI","X",3,"popup",0,0,2021,"-0.67","1.47",0.861536256945546,2.4960390022689527,,,,0,1,"Top",178.93,175.09,,,,,7.343537779703906,-146.03540418101522,-6.577668670377164,-11.284291466616471,32.00086415748323,-9.715386902993792,3.319,1.513,143,"67.9",62,"101.9",2552,"7",633539,543510,624413,606299,641645,596019,642086,546991,624424,"53.52",0.008,0.007,"0",1,0,0,3,1,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",216,"0.022","-0.269",,,,0.008,"0.269","88.0",0,0,0.5,0.5,33,29,33,30,1,0,5,1,5,1,"0.78","0.67","-0.67","35.4",,,,,
"FF","2021-06-21","100","-1.12","5.44","deGrom, Jacob",467055,594798,"field_out","hit_into_play",,,,,12,"Pablo Sandoval pops out to third baseman Jonathan Villar.","R","L","R","NYM","ATL","X",5,"popup",0,0,2021,"-0.41","1.39",1.1788760019716984,2.5995637077628615,628338,607345,,2,5,"Top",113.27,186.34,,,,,7.381950554874571,-145.4140071794075,-5.795699609650155,-7.557396423116167,32.93412863050446,-11.252928401562757,3.301,1.504,52,"72",80,"101.1",2381,"6.9",633760,621512,624413,606299,542340,596019,642086,546991,607680,"53.64",0.001,0,"0",1,0,0,3,33,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Strategic",217,"0.116","-0.294",,,,0.001,"0.294","88.0",1,-1,0.673,0.32699999999999996,33,34,33,35,2,0,5,4,5,0,"0.89","0.41","-0.41","35.2",,,,,
"FF","2021-06-21","97.5","-1.19","5.43","deGrom, Jacob",607345,594798,"double","hit_into_play",,,,,8,"Kevan Smith doubles (1) on a fly ball to center fielder Albert Almora. Guillermo Heredia to 3rd.","R","R","R","NYM","ATL","X",8,"fly_ball",1,0,2021,"-0.64","1.3",0.12480653970974342,2.210446102456279,,,628338,2,5,"Top",95.27,49.67,,,,,5.04120968939837,-141.90610477356242,-6.222527115860451,-9.69840451867935,29.880381939671754,-13.39446721195012,3.549,1.627,376,"99.8",45,"98.8",2214,"6.8",633760,621512,624413,606299,542340,596019,642086,546991,607680,"53.69",0.044,0.075,"1.25",1,1,1,3,32,2,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",224,"-0.066","0.857",,,,0.15,"-0.857","99.8",1,-1,0.739,0.261,33,33,33,33,2,1,5,1,5,2,"1.08","0.64","0.64","34.5",,,,,
"FF","2021-06-21","99.3","-1.05","5.49","deGrom, Jacob",607345,594798,,"ball",,,,,14,,"R","R","R","NYM","ATL","B",,,0,0,2021,"-0.74","1.28",1.159748947957738,1.3908679740149377,,,628338,2,5,"Top",,,,,,,7.886049207327217,-144.23133621173181,-8.955444738953908,-12.069018888901496,29.73747936201981,-12.426512884686895,3.4976726225545,1.68206960143714,,,,"101",2346,"7",633760,621512,624413,606299,542340,596019,642086,546991,607680,"53.46",,,,,,,,32,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",221,"-0.004","0.043",,,,,"-0.043",,1,-1,0.743,0.257,33,33,33,33,2,1,5,1,5,2,"1.02","0.74","0.74","33.7",,,,,
"FF","2021-06-21","98.1","-1.26","5.41","deGrom, Jacob",628338,594798,"walk","ball",,,,,14,"Guillermo Heredia walks.","R","R","R","NYM","ATL","B",,,3,0,2021,"-0.61","1.29",1.1713249785622306,1.2262940275341108,,,,2,5,"Top",,,,,,,8.06123781219595,-142.418070228957,-8.884680251665861,-10.116436060487665,31.11024191892887,-12.747151058091822,3.29978871377381,1.60450045312216,,,,"99.1",2356,"6.9",633760,621512,624413,606299,542340,596019,642086,546991,607680,"53.65",,0.691717,"0.7",1,0,0,,31,4,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",217,"-0.01","0.119",,,,,"-0.119",,1,-1,0.753,0.247,33,30,33,30,2,1,5,1,5,0,"1.08","0.61","0.61","34.7",,,,,
"SL","2021-06-21","91.7","-1.21","5.39","deGrom, Jacob",628338,594798,,"ball",,,,,14,,"R","R","R","NYM","ATL","B",,,2,0,2021,"0.42","0.36",1.7031137416660178,-0.13320042475228488,,,,2,5,"Top",,,,,,,6.522367414858168,-133.313152716838,-9.021159010049434,3.8282368181332083,24.92244935232898,-26.28441643519491,3.14316417355611,1.55207626804852,,,,"93",2447,"6.8",633760,621512,624413,606299,542340,596019,642086,546991,607680,"53.68",,,,,,,,31,3,"Slider",1,0,0,1,0,1,0,1,"Standard","Standard",180,"-0.007","0.098",,,,,"-0.098",,1,-1,0.76,0.24,33,30,33,30,2,1,5,1,5,0,"2.33","-0.42","-0.42","35.8",,,,,
"SL","2021-06-21","93.3","-1.26","5.47","deGrom, Jacob",628338,594798,,"ball",,,,,14,,"R","R","R","NYM","ATL","B",,,1,0,2021,"0.36","0.4",1.2127443111994298,0.7362615950693183,,,,2,5,"Top",,,,,,,5.623899406004488,-135.83610586573016,-7.446840491394332,3.447651629723996,25.70042449469244,-25.872521308905128,3.24759116380643,1.60450045312216,,,,"94.7",2585,"6.8",633760,621512,624413,606299,542340,596019,642086,546991,607680,"53.71",,,,,,,,31,2,"Slider",1,0,0,1,0,1,0,1,"Standard","Standard",181,"-0.006","0.062",,,,,"-0.062",,1,-1,0.766,0.23399999999999999,33,30,33,30,2,1,5,1,5,0,"2.18","-0.36","-0.36","35.2",,,,,
"FF","2021-06-21","98.5","-1.2","5.42","deGrom, Jacob",628338,594798,,"ball",,,,,14,,"R","R","R","NYM","ATL","B",,,0,0,2021,"-0.57","1.29",1.580659123143703,1.0617447617006315,,,,2,5,"Top",,,,,,,8.944614726310801,-142.99261978351663,-9.453299895084788,-9.787258867332032,32.18784511618353,-12.441371457563479,3.29978871377381,1.60450045312216,,,,"99.4",2329,"6.9",633760,621512,624413,606299,542340,596019,642086,546991,607680,"53.63",,,,,,,,31,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",217,"-0.002","0.04",,,,,"-0.04",,1,-1,0.768,0.23199999999999998,33,30,33,30,2,1,5,1,5,0,"1.07","0.57","0.57","34.1",,,,,
"FF","2021-06-21","98.3","-1.19","5.37","deGrom, Jacob",621020,594798,"field_out","hit_into_play",,,,,6,"Dansby Swanson flies out sharply to center fielder Albert Almora.","R","R","R","NYM","ATL","X",8,"fly_ball",0,0,2021,"-0.4","1.22",0.34831964812021426,2.6585872977128915,,,,1,5,"Top",114.55,40.77,,,,,5.140083644399985,-143.17026851146008,-4.825156519057275,-6.6346026079709235,30.414338079613053,-14.393765324304011,3.411,1.565,391,"100.1",33,"99.6",2247,"6.8",633760,621512,624413,606299,542340,596019,642086,546991,607680,"53.7",0.449,0.8676071428571428,"0",1,0,0,6,30,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Infield shift","Standard",219,"0.032","-0.259",,,,1.729,"0.259","100.1",1,-1,0.736,0.264,33,27,33,27,2,1,5,1,5,0,"1.12","0.4","0.4","33.8",,,,,
