Time (Unix ms),Phase,Device Id,Position Id,Phase Name,Capture Phase Id,Record Id,Fx,Fy,Fz,Mx,My,Mz,COPx,COPy
1783114264953,1,12.00000018,Upper Delivery,Loading,pitch.0,149546,2.7282,1.5244,0.7779,0.3306,0.2871,2.8681,0.0,0.0
1783114264953,1,Pitching Mound.Parent,,Loading,pitch.0,149153,-21.2536,-3.5304,42.1975,-2.5826,-18.5936,19.7399,0.0813,-0.0011
1783114264954,1,11.0000004b,Drive,Loading,pitch.0,149670,-21.6081,-4.9069,39.0905,-3.5176,-19.4373,15.1651,0.0909,-0.0165
1783114264954,1,12.00000015,Lower Delivery,Loading,pitch.0,149389,-2.4405,-0.0626,2.5365,0.0031,-0.1176,0.0189,0.0,0.0
1783114264954,1,12.00000018,Upper Delivery,Loading,pitch.0,149547,2.7334,1.5195,0.8736,0.2753,0.2854,2.8749,0.0,0.0
1783114264954,1,Pitching Mound.Delivery,,Loading,pitch.0,149247,0.293,1.4569,3.4101,0.8438,0.1678,4.653,0.0,0.0
1783114264954,1,Pitching Mound.Drive,,Loading,pitch.0,149670,-21.6081,-4.9069,39.0905,-3.5176,-19.4373,15.1651,0.0909,-0.0165
1783114264954,1,Pitching Mound.Parent,,Loading,pitch.0,149154,-21.3152,-3.45,42.5005,-2.6738,-19.2695,19.818,0.0836,-0.0018
1783114264955,1,11.0000004b,Drive,Loading,pitch.0,149671,-21.5602,-4.8374,39.1382,-3.6149,-19.9359,15.2583,0.0931,-0.0169
1783114264955,1,12.00000015,Lower Delivery,Loading,pitch.0,149390,-2.4166,-0.0305,2.4728,0.0059,-0.1046,0.0205,0.0,0.0
1783114264955,1,12.00000018,Upper Delivery,Loading,pitch.0,149548,2.7873,1.5358,0.8418,0.2192,0.2802,2.874,0.0,0.0
1783114264955,1,Pitching Mound.Delivery,,Loading,pitch.0,149248,0.3707,1.5053,3.3146,0.7797,0.1756,4.6639,0.0,0.0
1783114264955,1,Pitching Mound.Drive,,Loading,pitch.0,149671,-21.5602,-4.8374,39.1382,-3.6149,-19.9359,15.2583,0.0931,-0.0169
1783114264955,1,Pitching Mound.Parent,,Loading,pitch.0,149155,-21.1894,-3.3321,42.4527,-2.8353,-19.7603,19.9222,0.0859,-0.0025
1783114264956,1,11.0000004b,Drive,Loading,pitch.0,149672,-21.6069,-4.7791,39.2503,-3.6958,-20.3927,15.2963,0.095,-0.0172
1783114264956,1,12.00000015,Lower Delivery,Loading,pitch.0,149391,-2.415,0.0561,2.4151,0.011,-0.1022,0.0181,0.0,0.0
1783114264956,1,12.00000018,Upper Delivery,Loading,pitch.0,149549,2.8241,1.5383,0.7751,0.312,0.2247,2.8363,0.0,0.0
