PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId,CustomTags,CustomLabel,TagSet
35,2026-06-24,14:59:47.09,"Colwell, Cooper",1000499454,Right,,,,,,Sinker,Live,,81.84338,-0.619532157,-3.726895758,2164.971983,199.4887088,12:45,6.12439,1.72328,5.41482,-22.30438,20.82919,7.39749,3.68415,-1.15607,73.47442,-4.80514108,-2.338025758,0.4726928915,-5.16778,11.29739,-1.39714,50,6.05418,7.49336,-118.64983,-1.99521,-7.23793,26.4056,-16.35107,658229f8-4a20-4059-b97e-ff9f93f91cde,09a40e25-d9f5-4ff6-8f16-977d86eae17e,79.73981,Pitching,23360159,,,,,,,,,,,,,,,,,,,,43.06176449,1581.767688,0.7306180869,,8ec33ee1-be63-4589-aa3c-7d6d48c75819,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
36,2026-06-24,15:00:15.84,"Colwell, Cooper",1000499454,Right,,,,,,Sinker,Live,,79.411,-2.278690377,-3.892469153,1826.660291,224.2515354,1:30,6.19828,1.53562,,-35.60601,12.3931,12.09898,1.04597,-1.18395,71.53362,-8.791105568,-1.662339617,0.4986410187,-7.49921,7.11172,-1.12518,50,5.91635,7.37283,-114.7647,-5.86002,-9.81146,25.00614,-22.86956,e0530086-83a3-4c3a-9055-a6be65cd5d52,09a40e25-d9f5-4ff6-8f16-977d86eae17e,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,7bb7a647-04aa-4869-b55d-b3ecaf4d018d,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,+5%,Pitching Bullpen
37,2026-06-24,15:00:33.50,"Colwell, Cooper",1000499454,Right,,,,,,Sinker,Live,,80.75004,-1.748661096,-1.990989146,1659.440874,189.5805407,12:15,5.99124,1.40134,5.94626,-31.70584,11.73071,1.98604,1.7259,-0.28033,72.77946,-7.736726701,-1.613215169,0.4743501938,-1.7547,6.96587,-1.24419,50,5.83463,4.02025,-117.28187,-4.49034,-2.39281,26.51445,-22.67499,ee439e0e-627f-4a75-880a-b20129eed2f0,09a40e25-d9f5-4ff6-8f16-977d86eae17e,79.46121,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,f8931889-d64f-4961-a389-b2c89b766717,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,+5%,Pitching Bullpen
38,2026-06-24,15:00:54.53,"Colwell, Cooper",1000499454,Right,,,,,,ChangeUp,Live,,76.82167,-6.659286743,-5.822294438,1874.165848,,,5.96183,1.77292,5.50053,,,,,,,,,,-10.79384,4.10513,-1.27485,50,5.34545,10.75009,-110.4675,-14.28683,-13.37034,19.22895,-27.08902,67c6d438-a10a-4855-9bc4-997cccc308bf,09a40e25-d9f5-4ff6-8f16-977d86eae17e,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,27.7088095,1659.240526,0.8853221436,,3bb84953-7410-4828-b695-0fcf6d76e226,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
39,2026-06-24,15:01:14.39,"Colwell, Cooper",1000499454,Right,,,,,,ChangeUp,Live,,74.96363,-2.425081629,-4.337043495,1768.851281,240.3848265,2:00,6.08532,1.61925,5.25457,-41.60524,9.66791,17.02097,0.33202,-1.04464,68.82062,-10.08493209,-1.17091928,0.5153667618,-10.24275,5.80784,-1.23388,50,5.8324,7.72148,-108.58392,-5.86722,-12.17834,19.74712,-25.26869,23eca065-c0da-4837-8f23-9fad8b74d212,09a40e25-d9f5-4ff6-8f16-977d86eae17e,73.13712,Pitching,23360159,,,,,,,,,,,,,,,,,,,,36.7160589,1417.925533,0.80160811,,b6a3b4e3-7cfe-4c9b-8180-e50e4396a576,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
40,2026-06-24,15:01:30.05,"Colwell, Cooper",1000499454,Right,,,,,,Sinker,Live,,80.18687,-2.174565202,-3.235535107,2022.03481,218.3522921,1:15,6.1568,1.37386,5.40475,-30.69842,13.93189,11.04379,1.55714,-0.74025,72.93383,-7.882443935,-1.168407083,0.4808242285,-6.85499,8.0662,-1.09346,50,5.94203,6.22746,-116.30147,-5.38821,-9.30161,23.70613,-21.22894,78f7be1e-d3b0-4f7f-a874-870e1e50244f,09a40e25-d9f5-4ff6-8f16-977d86eae17e,78.39131,Pitching,23360159,,,,,,,,,,,,,,,,,,,,43.02320966,1478.2639,0.7310773744,,70c98425-b8e0-474b-ad9a-7ad96a01019e,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
41,2026-06-24,15:02:50.63,"Colwell, Cooper",1000499454,Right,,,,,,Sinker,Live,,80.39006,-0.8234647018,-3.160324334,1825.518761,206.6495755,1:00,6.2223,1.47745,5.39648,-33.38061,11.31807,5.70445,2.66777,-1.01138,72.47708,-7.067700681,-2.088776709,0.4811923939,-4.07919,6.29604,-1.19963,50,6.12606,6.25921,-116.60127,-2.72487,-5.51649,25.54491,-23.6596,cd57a450-f099-4fd1-81fe-9500ec97509e,09a40e25-d9f5-4ff6-8f16-977d86eae17e,78.33133,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,52e98431-6366-4d33-b432-c893cce9e251,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,+5%,Pitching Bullpen
42,2026-06-24,15:03:13.44,"Colwell, Cooper",1000499454,Right,,,,,,Sinker,Live,,79.9379,3.390950278,-3.349833861,2092.675153,211.9882071,1:00,6.21349,1.5624,5.44134,-27.42553,17.76148,11.14068,7.11181,-0.64893,71.57668,-1.75835998,-1.257356325,0.4838137222,-7.01542,8.36721,-1.27388,50,6.4952,6.43102,-115.76433,6.0219,-9.376,24.66356,-20.9914,751d6c07-7a43-4b2c-a625-17684ea552e0,09a40e25-d9f5-4ff6-8f16-977d86eae17e,77.90692,Pitching,23360159,,,,,,,,,,,,,,,,,,,,40.35956937,1594.60897,0.7619954621,,a206c77e-57dd-4d57-afe0-a4ff757c8467,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
43,2026-06-24,15:03:27.79,"Colwell, Cooper",1000499454,Right,,,,,,Curveball,Live,,65.62984,2.506149545,-1.313045779,2009.950642,59.36654447,8:00,6.1032,1.75466,4.45923,-73.77268,-5.49586,-9.19365,2.34686,-0.26348,60.87115,-10.87348358,-2.996593742,0.5947138095,4.35159,-3.5037,-1.6076,50,6.29836,2.45618,-95.22849,1.97485,4.00145,14.43525,-35.39584,e8961401-3b70-479b-8530-922bf27d2739,09a40e25-d9f5-4ff6-8f16-977d86eae17e,63.37912,Pitching,23360159,,,,,,,,,,,,,,,,,,,,68.56876585,734.4043775,0.3653842847,,4006794b-2488-4218-959f-63cafb375050,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
44,2026-06-24,15:03:40.35,"Colwell, Cooper",1000499454,Right,,,,,,Curveball,Live,,66.4609,1.726462912,-2.675319548,2055.936166,39.22989269,7:15,5.88787,1.84679,4.7194,-77.53165,-10.94019,-8.90266,1.06727,-1.43531,61.46241,-12.39665601,-4.317804498,0.5873279558,3.80269,-6.19889,-1.56908,50,5.99556,4.75917,-96.35681,0.67198,3.54299,16.22993,-37.9496,69ef9758-f522-490e-a610-704c3b3e37dc,09a40e25-d9f5-4ff6-8f16-977d86eae17e,64.17614,Pitching,23360159,,,,,,,,,,,,,,,,,,,44.08245623,65.4450992,854.375065,0.4155649767,7:30,5f5c66af-5b8f-4a8f-bc0e-2912fee51120,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
45,2026-06-24,15:03:56.23,"Colwell, Cooper",1000499454,Right,,,,,,Sinker,Live,,78.79365,-0.9304985489,-5.591621249,1578.318774,251.4104165,2:30,6.1653,1.69816,,-44.19881,6.03275,18.05987,1.57862,-2.21681,70.50002,-8.961432172,-2.295462033,0.5101051805,-11.03557,3.35985,-1.05502,50,6.0049,10.42521,-113.49366,-3.53147,-14.05174,25.37324,-27.89591,cfa5cf36-bd1f-499a-a993-1fe6089621d4,09a40e25-d9f5-4ff6-8f16-977d86eae17e,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,0d8c1dde-ed08-48d5-8eea-fd903a955ab9,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,+5%,Pitching Bullpen
46,2026-06-24,15:04:10.00,"Colwell, Cooper",1000499454,Right,,,,,,Sinker,Live,,78.69645,-1.839412374,-0.5462787701,2007.011739,206.8717995,1:00,6.09892,1.53928,5.2341,-27.66232,19.23093,9.75822,2.06433,1.83905,70.87831,-6.999066906,1.286348002,0.4928633655,-5.34805,10.79419,-1.49613,50,5.90988,0.78199,-114.22105,-4.53882,-6.9313,24.75844,-18.18432,45d67cb2-bffa-4d93-8872-5a4a819254d3,09a40e25-d9f5-4ff6-8f16-977d86eae17e,76.47645,Pitching,23360159,,,,,,,,,,,,,,,,,,,,38.50772535,1570.535284,0.7825242143,,30a7bab7-eec8-4fbb-83ac-6b7d03066c1e,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
47,2026-06-24,15:04:33.54,"Colwell, Cooper",1000499454,Right,,,,,,ChangeUp,Live,,75.51547,0.3814618555,-3.846586503,1839.107767,241.7167059,2:00,5.98099,1.31249,5.4533,-41.86583,8.119,15.2132,2.85003,-1.02556,68.95907,-7.409720809,-1.005270468,0.5088508773,-9.20119,4.20447,-0.98355,50,5.98633,6.919,-109.58266,-0.50431,-11.14333,20.09253,-27.08212,eebdb2de-d59e-4845-9f1d-a797ed83c0d6,09a40e25-d9f5-4ff6-8f16-977d86eae17e,74.07364,Pitching,23360159,,,,,,,,,,,,,,,,,,,,38.54809831,1438.339143,0.7820852963,,418b9ccd-7909-487c-84d4-fb91c03467ad,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
48,2026-06-24,15:04:48.75,"Colwell, Cooper",1000499454,Right,,,,,,Curveball,Live,,65.39138,3.969919486,0.3710491437,2046.756839,69.8448739,8:15,6.02456,1.36617,4.88956,-72.63727,-4.07574,-10.90921,3.73245,0.80803,59.59942,-9.436849827,-1.656535427,0.5959525296,5.80805,-3.35511,-1.39361,50,6.35468,-0.31192,-94.73771,4.56663,5.22243,15.91022,-35.19086,569d06e8-7bfa-45ab-bcbf-414b2d6e486b,09a40e25-d9f5-4ff6-8f16-977d86eae17e,63.24738,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,364dd71b-8c3c-48cc-8ced-b994b433eb7f,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
49,2026-06-24,15:05:09.55,"Colwell, Cooper",1000499454,Right,,,,,,Sinker,Live,,81.17074,0.7578812422,-2.986925956,1751.289698,212.6167092,1:00,6.04834,1.61544,5.61991,-28.29801,15.45438,9.93019,4.39835,-0.34665,72.32748,-4.599391712,-1.105397014,0.4760716184,-6.39193,8.0394,-1.36708,50,6.09527,5.84233,-117.73822,0.70146,-8.74463,27.6413,-21.17556,1ec338b5-4cca-448c-8e4a-0e3f45f5c7f5,09a40e25-d9f5-4ff6-8f16-977d86eae17e,79.17388,Pitching,23360159,,,,,,,,,,,,,,,,,,,207.2214046,32.0465694,1484.423101,0.8476171033,1:00,8995d409-6eeb-4c07-ad0e-e2d296d088e3,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,+5%,Pitching Bullpen
50,2026-06-24,15:05:22.06,"Colwell, Cooper",1000499454,Right,,,,,,Sinker,Live,,79.78872,0.8408566786,-3.516839637,1986.091691,191.9123713,12:30,6.17777,1.3202,5.53709,-22.3896,22.50352,4.76457,5.09932,-1.57349,71.97989,-3.361417723,-2.623248594,0.4822378463,-3.63768,11.75612,-1.01838,50,6.23612,6.96935,-115.77171,1.01768,-4.8818,23.87214,-16.39723,eb0de61a-7664-48a4-91cd-3461d877acab,09a40e25-d9f5-4ff6-8f16-977d86eae17e,78.16151,Pitching,23360159,,,,,,,,,,,,,,,,,,,,33.07569045,1664.246212,0.8379503423,,937e35cb-ac23-4f39-8ef1-881623ce6b2f,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
51,2026-06-24,15:05:34.86,"Colwell, Cooper",1000499454,Right,,,,,,Sinker,Live,,79.41098,-3.372380904,-1.917217376,1939.8881,221.2500751,1:30,6.08376,1.47356,5.41381,-33.08303,13.1512,11.53366,0.16256,0.6382,71.3015,-9.548435779,0.2643884062,0.489387871,-6.84356,8.22954,-1.31111,50,5.76169,3.49745,-115.02724,-7.79458,-8.92066,26.72117,-21.44674,d7d740f2-6124-4664-b54c-8db023ccfbc5,09a40e25-d9f5-4ff6-8f16-977d86eae17e,77.01956,Pitching,23360159,,,,,,,,,,,,,,,,,,,,45.69265173,1355.02555,0.6985070684,,5fd2ac48-d009-4574-8def-88f4512db8b4,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
52,2026-06-24,15:51:59.34,"Fleck, Jax",1000360547,Right,,,,,,Fastball,Live,,77.06448,-0.2389408946,-4.204997112,1936.402939,226.0046877,1:30,6.18043,2.93162,,-38.09124,14.28505,14.87547,2.77346,0.0798,69.38693,-7.117928169,-1.510709498,0.520881293,-8.73339,7.17255,-2.43035,50,6.10434,7.6065,-111.29664,-1.94131,-10.79979,22.60505,-23.30441,723d7ca9-48dc-42e5-beff-bfca02be1c17,09a40e25-d9f5-4ff6-8f16-977d86eae17e,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,0.8566786037,1936.186493,0.999888223,,31a50859-dda8-42e2-8a0b-e876afde9340,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
53,2026-06-24,15:52:15.10,"Fleck, Jax",1000360547,Right,,,,,,Fastball,Live,,76.06069,1.551595498,-4.045784527,2018.417557,231.274101,1:45,5.98995,2.6745,5.41474,-38.13882,11.8062,14.84177,4.26904,0.11544,68.37656,-5.600612912,-1.259874784,0.5086481523,-9.21775,5.78002,-2.32499,50,6.10211,7.35561,-110.2027,1.8644,-11.15365,22.51869,-25.18011,5677ef16-8c79-4aba-a317-b37043955813,09a40e25-d9f5-4ff6-8f16-977d86eae17e,74.10317,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,4b90dec9-02c5-45d5-94a1-7732a99e99bd,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
54,2026-06-24,15:52:28.49,"Fleck, Jax",1000360547,Right,,,,,,Fastball,Live,,79.0487,0.2398714139,-4.049401788,2050.134823,232.8039782,1:45,5.73693,2.95065,5.49723,-35.01845,10.9793,14.55921,3.04363,0.37047,71.29489,-6.32537305,-1.314689583,0.4881347171,-9.07064,5.783,-2.60619,50,5.73481,7.67064,-114.60209,-0.58314,-11.8872,24.06245,-24.59535,71c7b4f1-020e-4efb-a9f0-29536ffc2177,09a40e25-d9f5-4ff6-8f16-977d86eae17e,77.21729,Pitching,23360159,,,,,,,,,,,,,,,,,,,,20.83228994,1916.108082,0.9346254018,,b2658c66-2e09-42d9-ac74-3641cdf964e5,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
55,2026-06-24,15:52:43.20,"Fleck, Jax",1000360547,Right,,,,,,Fastball,Live,,78.82191,0.3107436799,-4.51162941,2041.338616,223.3927003,1:30,5.91415,3.01937,,-35.03675,15.6005,14.84057,3.29742,-0.13846,70.1343,-6.052213656,-1.81392545,0.5121609437,-8.94903,7.65038,-2.47654,50,5.90988,8.3833,-113.66779,-0.76452,-11.43329,25.39534,-22.39992,401e058f-289a-4625-a52e-61b13bd07114,09a40e25-d9f5-4ff6-8f16-977d86eae17e,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,27.21147691,1815.413044,0.8893247943,,882717a5-fb15-45b1-8a23-d4ee7cdcc21b,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
56,2026-06-24,15:53:07.58,"Fleck, Jax",1000360547,Right,,,,,,Slider,Live,,65.70541,4.718324285,-2.29610279,2060.784502,85.68954744,8:45,5.41928,3.46406,,-71.764,-1.09675,-14.36173,3.99026,0.05802,59.596,-8.321810026,-4.9157888,0.605034973,6.54504,-2.04104,-3.18759,50,5.88127,4.24994,-94.85861,5.60456,5.88961,16.18951,-34.0107,b870ca65-04d2-4ef6-b3e7-41b692046201,09a40e25-d9f5-4ff6-8f16-977d86eae17e,,Pitching,23360159,,,,,,,,,,,,,,,,,,,71.34548976,52.49280969,1254.731284,0.6088609858,8:30,75bd06f5-242e-41ac-bfab-3f96fe3f7eb1,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
57,2026-06-24,15:53:45.69,"Fleck, Jax",1000360547,Right,,,,,,Slider,Live,,67.97483,4.108479547,0.2977045626,2163.219148,72.37814991,8:30,5.59075,2.57235,4.83325,-67.53839,-4.50298,-13.95876,3.85928,1.691,62.35981,-8.299952708,-2.280589592,0.5714308255,7.33522,-3.49186,-2.59012,50,5.94125,-0.10422,-98.53653,5.10495,7.20663,15.76297,-35.60469,71e68c41-74a2-4bc0-b907-791e570824ca,09a40e25-d9f5-4ff6-8f16-977d86eae17e,65.96151,Pitching,23360159,,,,,,,,,,,,,,,,,,,,60.57428188,1062.778237,0.4912947623,,4d295e9a-a152-4c41-8af3-992a85e3a383,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
58,2026-06-24,15:54:09.92,"Fleck, Jax",1000360547,Right,,,,,,Slider,Live,,66.5446,3.80362501,-1.621875625,2082.07625,70.85544906,8:15,5.51385,2.65574,5.25458,-70.1682,-4.76493,-13.61788,3.24657,-0.00319,60.67623,-9.223986531,-4.165079299,0.5820645068,6.693,-3.71605,-2.49744,50,5.81208,3.09322,-96.43932,4.54596,6.2255,16.72607,-35.63053,81caf82f-3e8e-4435-9fb4-5e75d408cbc5,09a40e25-d9f5-4ff6-8f16-977d86eae17e,64.75646,Pitching,23360159,,,,,,,,,,,,,,,,,,,49.23485986,55.10376249,1191.139196,0.5720920147,7:45,d0528124-ccd3-4a8b-b43e-b9e76c3e5ccf,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
59,2026-06-24,15:54:34.83,"Fleck, Jax",1000360547,Right,,,,,,Fastball,Live,,79.66361,-1.298342065,-5.081327679,2114.295658,238.2149349,2:00,5.90786,2.63057,5.24728,-35.73092,10.22851,16.57557,1.70535,-0.77507,71.85712,-7.951108131,-1.984071422,0.4879313551,-10.43137,5.83805,-2.17555,50,5.76265,9.72007,-115.23196,-3.75637,-13.79722,24.66778,-24.45226,32dbc698-31d3-4215-9ac2-45fa0693965f,09a40e25-d9f5-4ff6-8f16-977d86eae17e,77.24947,Pitching,23360159,,,,,,,,,,,,,,,,,,,,23.633808,1936.961942,0.9161263397,,259e29b7-7637-4771-8b2a-cf361bf966f7,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
60,2026-06-24,15:54:50.45,"Fleck, Jax",1000360547,Right,,,,,,Splitter,Live,,70.38121,0.9800172493,-4.155185401,1340.460106,236.0321503,1:45,5.42839,3.20353,5.42847,-48.67254,9.4282,14.12781,2.29257,0.48297,63.83638,-8.103302478,-1.508184474,0.5486081386,-8.82636,4.70844,-2.84476,50,5.48236,7.024,-102.01213,0.41607,-9.18473,18.73759,-27.27443,56e5ad8c-5398-4410-a0e7-e529f24f9faf,09a40e25-d9f5-4ff6-8f16-977d86eae17e,68.70558,Pitching,23360159,,,,,,,,,,,,,,,,,,,,42.67836646,985.46686,0.7351705999,,a23f6e05-1460-4a7b-94fb-5d654c3e3085,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
61,2026-06-24,15:55:17.93,"Fleck, Jax",1000360547,Right,,,,,,Splitter,Live,,73.32397,1.093006057,-4.390395363,1413.423135,241.6363474,2:00,5.58801,2.62486,5.49123,-44.49029,8.27931,15.50164,2.90594,-0.19789,67.22748,-7.172614645,-1.503524678,0.5228333735,-9.44369,4.10008,-2.25079,50,5.654,7.723,-106.36243,0.76322,-10.83356,18.00134,-27.47054,125fa987-fc2f-4c01-9343-f8f23df7f612,09a40e25-d9f5-4ff6-8f16-977d86eae17e,72.09264,Pitching,23360159,,,,,,,,,,,,,,,,,,,,40.48732867,1074.978367,0.7605495766,,4c3fe54e-155c-45b8-8857-0e37bb4ad6cb,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
62,2026-06-24,15:55:57.10,"Fleck, Jax",1000360547,Right,,,,,,Splitter,Live,,70.47368,-0.2421271863,-5.351196243,956.3515332,271.765317,3:00,5.68264,2.51611,5.7849,-57.53761,-0.20029,5.03318,0.66162,-2.05672,64.5535,-10.95299374,-4.406525892,0.5449919716,-4.4016,-0.03141,-2.07756,50,5.62847,9.42861,-102.04633,-1.91824,-4.58272,18.77278,-32.20676,c299fbcb-95f3-46d9-a2e7-80392bb04df9,09a40e25-d9f5-4ff6-8f16-977d86eae17e,69.16146,Pitching,23360159,,,,,,,,,,,,,,,,,,,,42.24764285,707.9351944,0.7402457881,,9f101626-cc71-4c6b-97a9-539ac116f279,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
63,2026-06-24,15:57:03.64,"Fleck, Jax",1000360547,Right,,,,,,Splitter,Live,,73.39968,0.1925938024,-3.97741174,1464.831699,238.6064782,2:00,5.75246,2.48593,5.31944,-43.31073,9.98632,16.48312,2.32439,0.12137,66.93956,-7.850652069,-0.9032632201,0.5254398458,-9.9008,5.22815,-2.13749,50,5.73924,6.92007,-106.45736,-0.90773,-11.2932,19.31179,-26.21064,400a79b7-9764-4a24-bff5-e4be8fb646f3,09a40e25-d9f5-4ff6-8f16-977d86eae17e,71.73502,Pitching,23360159,,,,,,,,,,,,,,,,,,,,37.78504281,1157.678444,0.7903149862,,0d537768-f51b-48dd-9c67-a9035f05162a,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
64,2026-06-24,15:57:52.31,"Fleck, Jax",1000360547,Right,,,,,,Splitter,Live,,68.85265,-0.05585397642,-5.384621354,1260.168796,219.3165727,1:15,5.70928,2.58959,5.7614,-51.54004,8.32988,6.89274,1.36207,-1.86186,63.06584,-9.655462174,-4.094071239,0.5568981062,-5.33106,4.49727,-2.14721,50,5.67364,9.22442,-99.7238,-1.40804,-5.32639,17.21074,-27.68072,4d08fcbe-5a9f-4096-91f1-d607771ea0ad,09a40e25-d9f5-4ff6-8f16-977d86eae17e,67.68283,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,a2211060-13e9-4abb-b2af-bec7bb9db774,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
65,2026-06-24,15:58:36.57,"Fleck, Jax",1000360547,Right,,,,,,Splitter,Live,,70.00927,-0.1652127041,-2.489013309,1048.223071,251.4849192,2:30,5.64456,2.43229,5.27234,-54.34034,3.4596,10.4805,0.96089,0.96662,65.17597,-10.1362218,-0.5467647436,0.5471861844,-6.15612,1.86394,-2.21274,50,5.58991,4.12629,-101.78944,-1.84085,-6.50819,15.51169,-30.20351,d28e0443-492b-483d-ade6-4709cb4d8c69,09a40e25-d9f5-4ff6-8f16-977d86eae17e,68.88412,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,e97b28ff-8b43-4b10-8afa-1d6caaa08b32,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
66,2026-06-24,15:59:18.48,"Fleck, Jax",1000360547,Right,,,,,,Splitter,Live,,74.10239,-0.5691950166,-4.611206058,1205.66625,252.7669091,2:30,5.61383,2.49425,5.49586,-47.97571,3.77527,12.31773,1.08177,-0.80126,68.25203,-9.444829885,-2.31738003,0.5177626,-7.83776,2.16673,-2.09898,50,5.53191,8.31217,-107.461,-2.45408,-9.16302,18.65938,-29.64095,ecf1b310-136c-4988-9a10-a6bc87aa43cf,09a40e25-d9f5-4ff6-8f16-977d86eae17e,72.79869,Pitching,23360159,,,,,,,,,,,,,,,,,,,,39.83119626,925.8731723,0.7679348844,,29092330-2d25-4f74-83e1-4f5d1a3ca454,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
67,2026-06-24,15:59:46.04,"Fleck, Jax",1000360547,Right,,,,,,Fastball,Live,,82.16546,-1.150554749,-4.318342344,2115.384659,224.0538301,1:30,5.98852,2.56949,5.7628,-29.89017,12.39887,12.04425,2.42378,-0.45308,73.99378,-6.780379162,-2.043940463,0.4680425173,-7.91707,7.06476,-2.21906,50,5.87531,8.62996,-119.08995,-3.29894,-11.17147,26.59234,-22.20524,110f7614-4bc9-449f-aa95-1964ab730e78,09a40e25-d9f5-4ff6-8f16-977d86eae17e,80.53208,Pitching,23360159,,,,,,,,,,,,,,,,,,,,28.47282112,1859.514837,0.8790433593,,50a7fe34-0dc6-435a-a2c3-46ca620604c6,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
68,2026-06-24,16:00:42.35,"Fleck, Jax",1000360547,Right,,,,,,Splitter,Live,,76.81637,-2.367950816,-6.602579275,1238.572222,245.9096759,2:15,5.47614,2.67442,5.43777,,,,,,,,,,-8.94436,3.83203,-2.09776,50,5.23632,12.4368,-110.92053,-5.89999,-11.14466,19.81647,-27.39935,7a4f5070-c3b5-4a3b-b7c1-e0089174c683,09a40e25-d9f5-4ff6-8f16-977d86eae17e,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,46.08821346,859.011815,0.693550041,,9cfe42e8-1f60-4367-9521-56056e6ddce6,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
69,2026-06-24,16:01:05.44,"Fleck, Jax",1000360547,Right,,,,,,Fastball,Live,,81.38845,-1.246359908,-5.020992723,2100.989811,216.5309478,1:15,5.6511,2.86216,,-28.03781,17.28912,12.86393,2.11755,-0.88136,73.72225,-6.365561756,-2.670257241,0.4845622267,-8.06881,9.19662,-2.32774,50,5.48752,9.85385,-117.62923,-3.61701,-11.22361,23.81708,-19.38168,b7a2841b-9e1f-472d-a360-e29a9d4ec18b,09a40e25-d9f5-4ff6-8f16-977d86eae17e,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,0.155057693,2100.982117,0.9999963381,,3274dc80-65c9-4645-9607-4b94585ef9fb,ff5bca7c-57a2-4930-b0f2-face6b46ce1f,,,Pitching Bullpen
