PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId,CustomTags,CustomLabel,TagSet
35,2026-06-27,10:10:20.31,"Lavine, Justin",1000371707,Right,,,,,,Sinker,Live,,75.40521,1.35705991,-4.023629071,1743.346425,240.8335446,2:00,5.32235,2.29166,,-45.20479,10.08982,18.25534,2.88275,-0.11898,67.70504,-6.787367195,-0.7266294734,0.5351959418,-10.29681,4.53232,-1.80082,50,5.43744,6.94622,-108.83186,0.82852,-12.1591,21.84975,-26.82202,5f843b53-e4b6-4170-b837-1e3fc6fd7f55,19aede06-c771-4802-9495-1ffc7d8af24a,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-1.444541725,1742.792379,0.9996821941,,d3d6b957-7257-42e1-b421-9e7f2dc2a18e,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
36,2026-06-27,10:10:36.70,"Lavine, Justin",1000371707,Right,,,,,,Curveball,Live,,64.50313,4.322800425,-0.8074066092,1654.146496,78.72045098,8:30,4.92327,2.1336,,-80.57342,-3.47371,-17.13854,2.47811,-0.09048,58.55831,-9.969663023,-3.870072875,0.6319718995,8.02178,-3.05277,-1.99703,50,5.40045,1.91314,-93.00227,4.19838,6.93054,15.71328,-34.81154,941201d8-f916-4d80-9cfa-b50eba5420ad,19aede06-c771-4802-9495-1ffc7d8af24a,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,39807ccf-a1e5-43d2-8e32-ff6e653528ea,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
37,2026-06-27,10:11:00.19,"Lavine, Justin",1000371707,Right,,,,,,Curveball,Live,,66.09528,3.86986846,-2.251881883,1790.141413,60.05672307,8:00,5.08531,2.31961,,-83.17946,-10.18507,-17.63048,1.97251,-1.36782,60.54091,-10.81880916,-5.390294342,0.6149164764,7.83514,-6.10915,-1.98599,50,5.4933,4.38278,-95.34247,3.46499,7.14344,15.96085,-37.74387,f521c6e4-06dd-40e6-951b-eeafd5a8ea72,19aede06-c771-4802-9495-1ffc7d8af24a,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,59.32895,913.1661587,0.5101083927,,84ec3477-c91d-4684-b052-49b9973046f9,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
38,2026-06-27,10:11:16.38,"Lavine, Justin",1000371707,Right,,,,,,Curveball,Live,,65.19092,2.149423378,-0.3315459846,1669.70865,82.7148292,8:45,5.22996,2.2339,4.55466,-71.98471,-2.00669,-15.25583,1.2778,0.64705,59.54385,-11.03405515,-3.155510966,0.6020772511,7.77279,-1.73396,-2.18578,50,5.38831,0.98564,-94.50979,1.47699,6.91852,16.53922,-33.71743,0f05811f-4f1f-49b9-bbdc-88458d65a96d,19aede06-c771-4802-9495-1ffc7d8af24a,62.60399,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,8683e1c4-b8f9-40e1-88e3-ead57bd20daf,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
39,2026-06-27,10:11:36.15,"Lavine, Justin",1000371707,Right,,,,,,ChangeUp,Live,,68.12365,1.783085954,-4.400065563,1642.327222,281.2400892,3:15,4.93802,2.21057,4.69971,-69.30676,-4.89063,24.10846,0.86043,0.03506,61.61719,-10.98896151,0.08364872309,0.5776552428,-14.04093,-3.15383,-1.78501,50,5.05972,6.87187,-98.4711,1.04729,-13.48774,18.79533,-35.20362,c7f1505f-ad4c-4122-8e6d-2c5972e560da,19aede06-c771-4802-9495-1ffc7d8af24a,65.25075,Pitching,23360159,,,,,,,,,,,,,,,,,,,,20.83898475,1534.892483,0.9345838409,,dd2b83ee-9f2f-45b0-a705-6566d2e5e57f,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
40,2026-06-27,10:11:58.75,"Lavine, Justin",1000371707,Right,,,,,,ChangeUp,Live,,68.85865,3.661079372,-2.062684061,1685.403679,284.2002769,3:30,4.93015,2.31666,4.38487,-68.18037,-4.87059,18.84157,2.75052,1.91681,62.33072,-8.847724117,1.415341032,0.5726730988,-10.334,-3.67685,-2.1143,50,5.25705,3.00315,-99.61072,4.26284,-10.23051,18.19234,-35.81408,10193847-b247-4cd0-923c-b1c2a1bf09c2,19aede06-c771-4802-9495-1ffc7d8af24a,65.81842,Pitching,23360159,,,,,,,,,,,,,,,,,,,,28.1269172,1486.366757,0.8819054902,,541701b5-dee9-4310-91ad-6e41c6fee16e,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
41,2026-06-27,10:12:21.20,"Lavine, Justin",1000371707,Right,,,,,,Sinker,Live,,75.99864,0.5184719132,-5.564807145,1810.417773,243.5698626,2:00,5.34368,2.24692,,-44.97454,8.82907,17.96853,2.10319,-1.69274,69.15718,-7.525942398,-2.346163871,0.5279309412,-10.43915,4.19969,-1.56642,50,5.35169,9.97851,-109.6371,-0.76403,-12.67585,19.81758,-27.07453,7765ea93-98fb-4df4-b9ed-0e1361f57c5e,19aede06-c771-4802-9495-1ffc7d8af24a,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,15.79631139,1742.048288,0.9622355205,,c8a5315f-811d-49b1-899e-5b821870c0a8,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
42,2026-06-27,10:12:42.23,"Lavine, Justin",1000371707,Right,,,,,,Curveball,Live,,63.83473,2.915133106,-0.9096393721,1668.855305,80.9259849,8:45,5.14077,2.31546,4.54373,-74.62779,-2.39017,-14.64559,1.69937,0.22906,58.96582,-10.67028762,-3.600391821,0.6117206076,7.27574,-2.06385,-2.20755,50,5.37596,1.88752,-92.58388,2.58774,6.29796,14.17516,-33.96054,04cf3d5e-c13a-433b-850c-ddd5c5d04aa0,19aede06-c771-4802-9495-1ffc7d8af24a,61.61708,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,7fa93a85-64ac-4e02-ae39-e83b4e23b95c,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
43,2026-06-27,10:12:57.55,"Lavine, Justin",1000371707,Right,,,,,,ChangeUp,Live,,68.43523,2.521409542,-5.468903089,1709.271781,268.8580894,3:00,4.93006,2.26457,4.85477,-62.66482,0.2775,21.06665,2.10683,-1.17167,62.2357,-9.0159052,-1.575713758,0.5710087907,-12.63235,-0.62135,-1.74159,50,5.12802,8.85244,-98.85262,2.55294,-12.39512,16.98899,-32.78373,54dc3ad4-4f58-4ee5-9418-d4e58ec4a6c2,19aede06-c771-4802-9495-1ffc7d8af24a,66.01026,Pitching,23360159,,,,,,,,,,,,,,,,,,,,33.48462712,1425.590577,0.8340338808,,fd91f2cb-7457-4174-a3ac-17ea53b97593,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
44,2026-06-27,10:13:15.42,"Lavine, Justin",1000371707,Right,,,,,,Sinker,Live,,75.66874,1.625817931,-2.288923431,1728.620912,250.3102917,2:15,5.35082,1.86187,,-47.6464,7.51942,21.217,2.97981,1.37925,68.57562,-6.863486916,1.506346723,0.534572317,-10.9712,3.15841,-1.58352,50,5.50189,3.50468,-109.40054,1.15815,-13.19864,20.62454,-28.3744,4cb5287b-f2fe-4561-a5ce-1e83837153e0,19aede06-c771-4802-9495-1ffc7d8af24a,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,1.151415968,1728.271873,0.9997980822,,5b146f78-091f-4816-968e-c784c02b4f03,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
45,2026-06-27,10:19:09.44,"Tipton, Jonathan ",1000292172,Right,,,,,,Fastball,Live,,73.94664,2.876400829,-2.793476234,2060.248665,227.8358189,1:30,4.99425,2.12118,5.93701,-37.05647,13.99284,15.53927,4.57966,0.82296,67.3339,-4.096555367,0.1337385148,0.5142405713,-9.18561,6.74943,-1.90736,50,5.20281,4.82564,-107.39244,4.41396,-10.71275,18.83534,-24.3025,f290a4aa-4371-4bbc-97ad-e6a9892f84cf,19aede06-c771-4802-9495-1ffc7d8af24a,73.29729,Pitching,23360159,,,,,,,,,,,,,,,,,,,,50.11881728,1321.026586,0.6411976419,,27cca116-3e53-4a2e-99c9-cfef330e36d5,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
46,2026-06-27,10:19:29.70,"Tipton, Jonathan ",1000292172,Right,,,,,,Fastball,Live,,72.70446,1.475255387,-2.309399383,2183.535362,211.4540792,1:00,5.04404,2.1343,5.66777,-35.39278,18.04202,11.0759,3.47138,0.90318,66.091,-5.163397226,-0.2282545192,0.5261184061,-6.61453,9.23201,-1.94639,50,5.14646,3.95691,-105.64795,1.75255,-7.43337,18.95375,-21.79915,0cec88cf-db5f-494a-858f-a863a3c12f57,19aede06-c771-4802-9495-1ffc7d8af24a,71.6425,Pitching,23360159,,,,,,,,,,,,,,,,,,,245.9309443,55.03139115,1251.444281,0.5731275542,2:15,06e86f95-a76b-48e0-9009-ab730596fe55,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
47,2026-06-27,10:19:49.77,"Tipton, Jonathan ",1000292172,Right,,,,,,Fastball,Live,,73.92798,0.3136858495,-2.14321774,2169.731383,228.4880406,1:30,5.13503,1.91397,5.57035,-37.49585,13.85001,15.71078,2.30355,1.22059,68.0795,-6.656375439,0.7891659376,0.5157320309,-8.93292,7.29278,-1.73979,50,5.13754,3.57496,-107.53713,-0.48355,-10.51094,17.80532,-23.59298,4181dbe0-8d31-4675-a40b-e66e9bbf520f,19aede06-c771-4802-9495-1ffc7d8af24a,73.08532,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,915cbe53-ae13-4134-ab94-fcdf56b30182,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
48,2026-06-27,10:20:13.84,"Tipton, Jonathan ",1000292172,Right,,,,,,Sinker,Live,,73.23322,1.677914711,-2.102126765,1930.250003,239.6876537,2:00,4.72534,2.11201,,-46.26407,9.26433,15.95861,2.46802,1.44088,65.9356,-6.867094088,0.8566618715,0.5363261975,-8.93869,4.23848,-1.90856,50,4.8578,3.38116,-106.12009,1.62054,-10.0193,21.04938,-27.42317,3ad5bfb6-818f-4fa0-ad6b-d82739001225,19aede06-c771-4802-9495-1ffc7d8af24a,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,53.84292446,1138.849333,0.590000949,,e149d6df-ef99-42f4-8b77-d0d765831236,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
49,2026-06-27,10:20:38.15,"Tipton, Jonathan ",1000292172,Right,,,,,,Sinker,Live,,72.82607,0.7110074582,-1.692798233,1964.832336,267.0892585,3:00,4.6591,2.14657,,-56.44032,1.04941,21.74665,0.63691,2.33736,65.28562,-9.65945212,2.340116788,0.5457158091,-11.76036,0.27859,-1.98228,50,4.68172,2.39455,-105.4068,-0.56151,-12.84422,22.79706,-31.86978,71e251e0-f79e-41e0-b087-f33aec4b8680,19aede06-c771-4802-9495-1ffc7d8af24a,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,ef96c7ac-bcc4-4e64-b006-06826056a626,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
50,2026-06-27,10:21:06.64,"Tipton, Jonathan ",1000292172,Right,,,,,,Sinker,Live,,73.11794,1.509811275,-3.585337405,1947.496766,286.3860575,3:30,4.82915,1.83584,5.35963,-59.15472,-4.95532,16.6317,1.31834,-0.14431,66.22278,-9.527896184,-0.4607102367,0.5298691734,-10.02856,-3.13459,-1.52534,50,4.92397,6.16344,-105.97148,1.10384,-11.19842,21.15384,-35.67429,1fbc44a0-8052-497b-8d6c-9017475852c1,19aede06-c771-4802-9495-1ffc7d8af24a,71.13537,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,589c8554-324c-4944-9320-5da9281fb76b,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
51,2026-06-27,10:22:04.82,"Tipton, Jonathan ",1000292172,Right,,,,,,Sweeper,Live,,67.25726,3.442615007,-3.136533704,2281.178972,101.7482453,9:30,4.54158,2.09273,4.34841,-63.87915,2.37385,-11.4947,2.51589,-1.86443,61.24981,-8.216917511,-5.241220305,0.5858334427,4.92141,0.15509,-1.74467,50,4.85077,5.68114,-97.26847,3.90925,4.66736,16.69307,-32.02697,bfd57623-7ce0-4330-b7cd-21d1c84eb77d,19aede06-c771-4802-9495-1ffc7d8af24a,64.33986,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,4acc204a-e8de-403c-afe1-84e013b90d5a,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
52,2026-06-27,10:22:27.95,"Tipton, Jonathan ",1000292172,Right,,,,,,Sweeper,Live,,66.82315,2.575903128,-3.876925571,,,,4.5634,2.13085,4.6619,-67.92311,-3.09463,-8.19142,1.35703,-2.23974,62.61964,-9.697652212,-5.364706905,0.5795011675,3.29776,-2.20042,-1.72798,50,4.76593,6.81082,-96.90234,2.34716,3.18233,13.03014,-34.29745,421fb0d6-3a5c-4a6f-be4f-817556ed3d5d,19aede06-c771-4802-9495-1ffc7d8af24a,65.0429,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,ceb4d1f0-ca05-4c6c-838c-f6107ba0090b,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
53,2026-06-27,10:22:55.99,"Tipton, Jonathan ",1000292172,Right,,,,,,Sweeper,Live,,65.44314,2.609577249,-0.8567042192,2254.055299,78.17968296,8:30,4.47314,2.03872,4.7542,-70.59937,-2.12092,-9.88446,1.06625,0.40263,60.05877,-10.33998908,-2.685666491,0.5955913037,4.87256,-1.88835,-1.9444,50,4.67486,1.69919,-94.93139,2.32988,4.41033,15.63573,-33.88326,d3630689-2d5d-45f2-879c-9701b118c4c6,19aede06-c771-4802-9495-1ffc7d8af24a,63.28574,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,89b8b1e7-b730-411e-aa64-4a2e44bc9ab7,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
54,2026-06-27,10:23:22.84,"Tipton, Jonathan ",1000292172,Right,,,,,,Fastball,Live,,74.13436,2.063338279,-2.685107856,2074.606858,223.734006,1:30,5.12039,1.71089,4.86311,-42.35595,10.59766,10.20271,3.54625,0.01834,67.50791,-5.753531218,-0.7985215673,0.5237441783,-6.07893,4.9227,-1.45502,50,5.28864,4.72013,-107.54076,2.53631,-7.09784,19.16456,-26.42623,c9e2e5f2-caf4-4324-83d3-a1f4b64917c3,19aede06-c771-4802-9495-1ffc7d8af24a,71.96727,Pitching,23360159,,,,,,,,,,,,,,,,,,,,52.35297403,1267.159986,0.6107952364,,13c4828d-a9c7-4a1f-9aab-8408fd8ecbfa,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
55,2026-06-27,10:23:49.39,"Tipton, Jonathan ",1000292172,Right,,,,,,ChangeUp,Live,,64.82851,1.554135025,-2.349858145,1094.859371,239.4095688,2:00,4.63412,1.99415,5.2052,-59.74215,8.81025,15.03512,1.11859,1.0362,59.35412,-9.506487764,0.4551070145,0.5959128407,-8.63317,4.17921,-1.78799,50,4.73391,3.46679,-94.11055,0.98552,-7.68401,15.2915,-28.45432,0fa4a781-015a-41fd-a437-a54891f75e2d,19aede06-c771-4802-9495-1ffc7d8af24a,63.2516,Pitching,23360159,,,,,,,,,,,,,,,,,,,,24.65710279,995.0309467,0.9088207789,,b9a00726-181a-461d-831b-f30852b4899d,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
56,2026-06-27,10:24:13.28,"Tipton, Jonathan ",1000292172,Right,,,,,,ChangeUp,Live,,64.70488,3.748991992,0.4007211289,1208.11685,228.4918431,1:30,4.61626,1.96781,5.10018,-59.7411,10.40864,11.79644,3.17513,3.3284,58.09321,-7.408578649,2.612897487,0.602815519,-6.08329,4.2026,-2.01446,50,4.92502,-0.9655,-93.71667,4.57083,-5.29102,17.07129,-28.51878,0267baf0-f6df-4df5-be80-6371d5c01ffe,19aede06-c771-4802-9495-1ffc7d8af24a,62.52732,Pitching,23360159,,,,,,,,,,,,,,,,,,,,44.82457608,856.8791418,0.7092684301,,ffa84392-9637-4a0a-b8cd-150fa75c606b,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
57,2026-06-27,10:24:45.58,"Tipton, Jonathan ",1000292172,Right,,,,,,ChangeUp,Live,,65.05557,3.365313496,-2.852947575,1029.104611,259.8535923,2:45,4.58628,1.9165,4.35204,-69.23822,1.819,10.66449,2.03874,0.07777,58.93458,-9.320456236,-0.8870838673,0.6067021312,-6.3842,-0.14935,-1.62038,50,4.882,4.37458,-94.07766,3.50206,-5.63755,16.22909,-32.30593,e19e2570-a806-484e-8a79-fdbbce9a87ca,19aede06-c771-4802-9495-1ffc7d8af24a,62.12676,Pitching,23360159,,,,,,,,,,,,,,,,,,,,12.15052324,1006.050626,0.9775980156,,5edb4857-bbf9-4e2a-887f-3dd6def4bb6b,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
58,2026-06-27,10:32:06.07,"Tipton, Jonathan ",1000292172,Right,,,,,,Fastball,Live,,72.70819,,,1982.423325,,,5.12116,1.41243,4.75806,,,,3.00343,-2.33366,66.40753,-6.711601585,-3.640841024,0.5356662507,-2.83459,3.95712,-0.99148,50,5.26894,7.67174,-105.30437,1.97098,-3.17651,18.21644,-27.73959,1406a73d-466a-41fd-b1cb-7923716396e8,19aede06-c771-4802-9495-1ffc7d8af24a,70.36553,Pitching,23360159,,,,,,,,,,,,,,,,,,,,45.57996932,1387.524012,0.6999130784,,fb880e05-c441-4abf-a41a-5a29c87aeb21,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
59,2026-06-27,10:33:34.23,"Tipton, Jonathan ",1000292172,Right,,,,,,Sinker,Live,,72.69559,2.803593144,-1.361300669,1996.265506,251.7607724,2:30,4.88998,1.84907,5.1128,-50.60594,5.26001,16.14517,3.3165,1.91199,64.68552,-6.697661577,1.680889921,0.5379538384,-9.03238,1.75429,-1.73311,50,5.1161,2.02937,-105.30135,3.67567,-9.84063,22.82428,-30.26277,de1a9148-c359-42d9-92cc-aa53639fcd42,19aede06-c771-4802-9495-1ffc7d8af24a,70.06631,Pitching,23360159,,,,,,,,,,,,,,,,,,,,42.99753516,1460.034735,0.7313830402,,13a25f48-5a47-46d3-bb52-2d2c2ce94115,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
60,2026-06-27,10:36:46.37,"Tipton, Jonathan ",1000292172,Right,,,,,,Fastball,Live,,73.20794,0.9767458005,-3.28933372,2005.624145,245.3054809,2:15,5.04941,1.68293,5.4875,-45.39216,7.14059,15.68086,2.18198,-0.09056,67.59105,-7.432578421,-0.3727758834,0.5216586826,-9.16886,3.5373,-1.4055,50,5.10438,5.66326,-106.38007,0.51198,-10.58226,17.02387,-28.09147,ed97a808-2268-4276-8282-53fa9f2a7656,19aede06-c771-4802-9495-1ffc7d8af24a,72.25498,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,6bd367ae-9a74-4e3c-ae7f-ff0939af7d27,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
61,2026-06-27,10:37:58.80,"Tipton, Jonathan ",1000292172,Right,,,,,,Fastball,Live,,73.32979,2.877718975,-0.96266668,2117.096702,238.1603163,2:00,5.10932,1.38878,4.43786,-44.18931,11.22168,18.14951,4.17412,1.98304,66.19115,-5.2545335,2.38506698,0.5357588672,-9.6264,4.86858,-1.3039,50,5.37274,1.18753,-106.25456,3.88623,-10.87747,20.17868,-26.67273,a143e52b-5e3b-4263-acdf-d9f74841cd0d,19aede06-c771-4802-9495-1ffc7d8af24a,70.35336,Pitching,23360159,,,,,,,,,,,,,,,,,,,,43.25728167,1541.84741,0.7282838847,,68785520-22b3-4273-b4e2-8a5d41324a4f,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
62,2026-06-27,10:38:39.17,"Tipton, Jonathan ",1000292172,Right,,,,,,Fastball,Live,,72.42671,3.293100403,-1.885327943,2125.169194,233.7712669,1:45,5.23637,1.49061,4.93989,-44.26774,11.66592,16.00993,4.66435,1.04257,65.14563,-4.939748764,1.098088356,0.5382797206,-8.97978,5.05211,-1.32042,50,5.52102,2.9687,-104.93351,4.69888,-9.87078,20.09819,-26.62065,55a6c314-9ff0-4636-805e-a98c4960b20d,19aede06-c771-4802-9495-1ffc7d8af24a,70.02389,Pitching,23360159,,,,,,,,,,,,,,,,,,,,44.54618286,1514.576748,0.7126852545,,b709c8a0-1ef8-4bf8-8ab0-3a8c9a01090a,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
63,2026-06-27,10:39:04.58,"Tipton, Jonathan ",1000292172,Right,,,,,,Fastball,Live,,73.24741,0.7042412367,-3.463947697,2071.709615,218.7254362,1:15,5.04629,1.48172,4.98926,-38.89195,15.0958,12.16969,2.47142,-0.77843,66.81592,-6.479301015,-1.210633975,0.5288335615,-7.35199,7.68824,-1.15789,50,5.08327,6.05776,-106.26108,0.11226,-8.38297,18.67531,-23.40767,c3e596a9-54fd-4384-a185-66e685b3c038,19aede06-c771-4802-9495-1ffc7d8af24a,71.27467,Pitching,23360159,,,,,,,,,,,,,,,,,,,,46.86509082,1416.466233,0.6837185202,,c8ce96b0-4aae-4830-b65d-56f40a98f80c,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
64,2026-06-27,10:50:14.93,"Beelek, Ryan",1000504684,Right,,,,,,Fastball,Live,,81.32497,-0.7611714162,-3.417443881,2151.419276,191.0135312,12:15,6.15089,1.95449,6.20866,-22.8686,19.24754,3.75867,3.54146,-0.88969,73.56151,-5.098885423,-2.703623945,0.467084755,-3.12881,10.77013,-1.70019,50,6.08236,6.95146,-118.14694,-2.2044,-4.36854,25.07112,-17.13647,4c102d19-7950-4a84-9c55-8d3fee6c5da0,19aede06-c771-4802-9495-1ffc7d8af24a,80.69722,Pitching,23360159,,,,,,,,,,,,,,,,,,,,38.8306766,1675.960704,0.7790023648,,91efedfd-627a-4637-80f2-becbd940327f,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
65,2026-06-27,10:50:41.65,"Beelek, Ryan",1000504684,Right,,,,,,Fastball,Live,,82.5218,-2.418765505,-3.862953509,2139.453788,227.0167624,1:30,6.01062,2.01937,6.28503,-29.55169,11.77902,12.6547,1.31273,-0.49112,74.08727,-8.040166812,-1.440404696,0.4627088819,-8.31319,7.32772,-1.7409,50,5.81809,7.73421,-119.6571,-5.87264,-11.76136,28.29028,-21.80691,569e87e5-d0ff-4768-b3a4-0a4059f21a57,19aede06-c771-4802-9495-1ffc7d8af24a,81.46037,Pitching,23360159,,,,,,,,,,,,,,,,,,,,23.29458358,1965.053581,0.9184837699,,741afd9f-51f2-493a-838d-cb5996477491,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
66,2026-06-27,10:50:58.32,"Beelek, Ryan",1000504684,Right,,,,,,Sinker,Live,,81.31469,-2.337024195,-3.947287612,2187.691235,230.6183272,1:45,6.15728,2.08168,5.97015,-29.80815,12.50078,15.24295,1.50054,-0.31292,74.37279,-7.920404698,-1.075044533,0.4681526121,-9.39101,7.44267,-1.77767,50,5.95545,7.69855,-117.99257,-5.69362,-13.19214,23.19576,-21.71886,24c2430f-d35c-4e48-8564-eef754719e19,19aede06-c771-4802-9495-1ffc7d8af24a,80.51314,Pitching,23360159,,,,,,,,,,,,,,,,,,,,40.94328357,1652.491466,0.7553586356,,65eccac5-455b-43f2-b4c5-f07b774671da,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
67,2026-06-27,10:51:13.83,"Beelek, Ryan",1000504684,Right,,,,,,Sinker,Live,,82.43284,-2.288407395,-4.189008582,2210.557924,229.3184652,1:45,6.07255,2.2567,,-27.44889,12.7329,14.82946,1.68068,-0.35432,75.49965,-7.485229073,-1.368254842,0.4562323227,-9.38631,7.68897,-1.97465,50,5.90294,8.3786,-119.71136,-5.51736,-13.59581,23.50653,-21.03679,91aca1ca-7c9d-4168-9f88-ef0b42584441,19aede06-c771-4802-9495-1ffc7d8af24a,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,39.89874348,1695.894101,0.7671792189,,dc64d5c1-0355-4b9c-aa0f-d97097bad7c5,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,,Pitching Bullpen
68,2026-06-27,10:51:35.94,"Beelek, Ryan",1000504684,Right,,,,,,Fastball,Live,,82.99376,1.274063395,-3.031008095,1746.488914,229.5025719,1:45,6.0436,2.35853,,-32.15055,10.55854,12.43674,4.57711,0.51169,75.25858,-4.64678917,-0.7385715616,0.4703612588,-7.31163,5.07903,-2.05884,50,6.14578,5.91718,-120.33552,1.50475,-10.66544,24.48445,-24.76529,d6a68631-f076-4230-9053-ac355b365896,19aede06-c771-4802-9495-1ffc7d8af24a,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,1.139455282,1746.143555,0.9998022552,,3d135247-25e4-4546-882c-56d8ba92434c,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,+5%,Pitching Bullpen
69,2026-06-27,10:51:57.53,"Beelek, Ryan",1000504684,Right,,,,,,Fastball,Live,,82.74504,1.449266401,-0.5342534879,1662.886333,231.3161192,1:45,6.02791,2.57822,5.28464,-33.56297,8.05668,10.10572,4.59213,2.91872,75.56343,-4.789685931,1.347894982,0.4643234937,-5.48409,3.84709,-2.53688,50,6.13567,0.78461,-120.30132,1.92393,-8.03125,23.48898,-26.54013,d7ab362e-3bb9-4ffa-990b-d3e8daebce49,19aede06-c771-4802-9495-1ffc7d8af24a,81.17711,Pitching,23360159,,,,,,,,,,,,,,,,,,,,1.101854969,1662.578849,0.9998150901,,b649fa60-2420-4da5-b39d-23cf5d0b781a,e0f7e1f4-1297-4a69-85f8-2d9d8353c09b,,+5%,Pitching Bullpen
