Time (Unix ms),Phase,Device Id,Position Id,Phase Name,Capture Phase Id,Record Id,Fx,Fy,Fz,Mx,My,Mz,COPx,COPy
1783368248399,1,12.00000015,Lower Delivery,Loading,pitch.0,1086359,-0.0147,0.3056,0.2786,0.0631,-0.0554,-0.0021,0.0,0.0
1783368248399,1,Pitching Mound.Parent,,Loading,pitch.0,1047900,2.3813,7.5757,60.2357,38.664,74.4687,-7.5895,-0.1502,0.0684
1783368248400,1,12.00000015,Lower Delivery,Loading,pitch.0,1086360,-0.045,0.3339,0.1973,0.056,-0.0581,-0.0037,0.0,0.0
1783368248400,1,Pitching Mound.Parent,,Loading,pitch.0,1047901,2.2518,7.5766,59.9127,38.65,74.4404,-7.6233,-0.1509,0.0697
1783368248401,1,11.0000004b,Drive,Loading,pitch.0,1086704,1.4698,6.8812,57.8542,39.2876,74.606,-7.9056,-0.1565,0.0824
1783368248401,1,12.00000015,Lower Delivery,Loading,pitch.0,1086361,-0.0685,0.3586,0.0808,0.045,-0.0519,-0.0052,0.0,0.0
1783368248401,1,12.00000018,Upper Delivery,Loading,pitch.0,1088377,0.7833,0.3796,1.6556,-0.0884,-0.0304,-0.0012,0.0,0.0
1783368248401,1,Pitching Mound.Delivery,,Loading,pitch.0,1048735,0.7148,0.7382,1.7364,-0.5788,-0.0822,0.2831,0.0,0.0
1783368248401,1,Pitching Mound.Drive,,Loading,pitch.0,1086704,1.4698,6.8812,57.8542,39.2876,74.606,-7.9056,-0.1565,0.0824
1783368248401,1,Pitching Mound.Parent,,Loading,pitch.0,1047902,2.1846,7.6195,59.5905,38.7087,74.5238,-7.6224,-0.1519,0.071
1783368248402,1,11.0000004b,Drive,Loading,pitch.0,1086705,1.4862,6.8829,57.9253,39.3026,74.5045,-7.9012,-0.1561,0.0823
1783368248402,1,12.00000015,Lower Delivery,Loading,pitch.0,1086362,-0.0582,0.3407,0.1716,0.0517,-0.0471,-0.0047,0.0,0.0
1783368248402,1,12.00000018,Upper Delivery,Loading,pitch.0,1088378,0.7733,0.3825,1.5293,-0.0884,-0.0304,-0.0012,0.0,0.0
1783368248402,1,Pitching Mound.Delivery,,Loading,pitch.0,1048736,0.7151,0.7232,1.7009,-0.4982,-0.0775,0.2769,0.0,0.0
1783368248402,1,Pitching Mound.Drive,,Loading,pitch.0,1086705,1.4862,6.8829,57.9253,39.3026,74.5045,-7.9012,-0.1561,0.0823
1783368248402,1,Pitching Mound.Parent,,Loading,pitch.0,1047903,2.2014,7.6061,59.6262,38.8043,74.427,-7.6243,-0.1516,0.0722
1783368248403,1,11.0000004b,Drive,Loading,pitch.0,1086706,1.4742,6.8929,57.9631,39.4292,74.7297,-7.9259,-0.1564,0.0825
1783368248403,1,12.00000015,Lower Delivery,Loading,pitch.0,1086363,-0.0568,0.3495,0.214,0.0558,-0.0494,-0.0054,0.0,0.0
1783368248403,1,12.00000018,Upper Delivery,Loading,pitch.0,1088379,0.8204,0.3947,1.594,-0.0884,-0.0304,-0.0012,0.0,0.0
1783368248403,1,Pitching Mound.Delivery,,Loading,pitch.0,1048737,0.7636,0.7442,1.808,-0.5018,-0.0798,0.2917,0.0,0.0
1783368248403,1,Pitching Mound.Drive,,Loading,pitch.0,1086706,1.4742,6.8929,57.9631,39.4292,74.7297,-7.9259,-0.1564,0.0825
1783368248403,1,Pitching Mound.Parent,,Loading,pitch.0,1047904,2.2378,7.637,59.7711,38.9274,74.6499,-7.6343,-0.1517,0.0722
