Time (Unix ms),Phase,Device Id,Position Id,Phase Name,Capture Phase Id,Record Id,Fx,Fy,Fz,Mx,My,Mz,COPx,COPy
1783104084481,1,12.00000018,Upper Delivery,Loading,pitch.0,895026,0.3896,-0.4057,1.2937,1.252,-0.5222,4.4977,0.0,0.0
1783104084482,1,11.0000004b,Drive,Loading,pitch.0,894077,0.0879,4.2452,53.3052,43.1196,89.1889,-7.0026,-0.1777,0.0859
1783104084482,1,12.00000015,Lower Delivery,Loading,pitch.0,893581,0.2448,1.5058,2.4985,-0.7611,-2.7019,-0.0593,0.1148,-0.0323
1783104084482,1,12.00000018,Upper Delivery,Loading,pitch.0,895027,0.3962,-0.4021,1.2897,1.3311,-0.4028,4.4593,0.0,0.0
1783104084482,1,Pitching Mound.Delivery,,Loading,pitch.0,893055,0.641,1.1037,3.7881,0.981,-3.1047,4.4514,0.0,0.0
1783104084482,1,Pitching Mound.Drive,,Loading,pitch.0,894077,0.0879,4.2452,53.3052,43.1196,89.1889,-7.0026,-0.1777,0.0859
1783104084482,1,Pitching Mound.Parent,,Loading,pitch.0,892251,0.7289,5.349,57.0933,44.1006,86.0843,-2.5512,-0.1609,0.086
1783104084483,1,11.0000004b,Drive,Loading,pitch.0,894078,0.1074,4.2461,53.0285,42.8901,88.739,-7.0051,-0.1777,0.0859
1783104084483,1,12.00000015,Lower Delivery,Loading,pitch.0,893582,0.2355,1.5223,2.5095,-0.7079,-2.5107,-0.0537,0.1062,-0.03
1783104084483,1,12.00000018,Upper Delivery,Loading,pitch.0,895028,0.3878,-0.4227,1.326,1.1593,-0.5957,4.4134,0.0,0.0
1783104084483,1,Pitching Mound.Delivery,,Loading,pitch.0,893056,0.6233,1.0996,3.8355,0.8538,-3.1064,4.4114,0.0,0.0
1783104084483,1,Pitching Mound.Drive,,Loading,pitch.0,894078,0.1074,4.2461,53.0285,42.8901,88.739,-7.0051,-0.1777,0.0859
1783104084483,1,Pitching Mound.Parent,,Loading,pitch.0,892252,0.7308,5.3456,56.864,43.7439,85.6327,-2.5937,-0.161,0.0859
1783104084484,1,11.0000004b,Drive,Loading,pitch.0,894079,0.1268,4.2361,52.7587,42.588,88.103,-7.0142,-0.1773,0.0857
1783104084484,1,12.00000015,Lower Delivery,Loading,pitch.0,893583,0.215,1.5087,2.5184,-0.8057,-2.5625,-0.0679,0.1081,-0.034
1783104084484,1,12.00000018,Upper Delivery,Loading,pitch.0,895029,0.3692,-0.4025,1.2801,0.8467,-0.8808,4.4175,0.0,0.0
1783104084484,1,Pitching Mound.Delivery,,Loading,pitch.0,893057,0.5842,1.1061,3.7985,0.462,-3.4433,4.402,0.0,0.0
1783104084484,1,Pitching Mound.Drive,,Loading,pitch.0,894079,0.1268,4.2361,52.7587,42.588,88.103,-7.0142,-0.1773,0.0857
1783104084484,1,Pitching Mound.Parent,,Loading,pitch.0,892253,0.711,5.3423,56.5572,43.05,84.6597,-2.6122,-0.1606,0.0859
1783104084485,1,11.0000004b,Drive,Loading,pitch.0,894080,0.1568,4.2048,52.5859,42.3096,87.8532,-7.0131,-0.1774,0.0854
1783104084485,1,12.00000015,Lower Delivery,Loading,pitch.0,893584,0.2267,1.4975,2.5197,-0.8019,-2.6001,-0.067,0.1096,-0.0338
1783104084485,1,12.00000018,Upper Delivery,Loading,pitch.0,895030,0.4121,-0.4286,1.2966,0.5491,-0.7768,4.519,0.0,0.0
1783104084485,1,Pitching Mound.Delivery,,Loading,pitch.0,893058,0.6388,1.0689,3.8163,0.1631,-3.3769,4.515,0.0,0.0
1783104084485,1,Pitching Mound.Drive,,Loading,pitch.0,894080,0.1568,4.2048,52.5859,42.3096,87.8532,-7.0131,-0.1774,0.0854
1783104084485,1,Pitching Mound.Parent,,Loading,pitch.0,892254,0.7956,5.2738,56.4023,42.4727,84.4762,-2.4981,-0.1605,0.0855
1783104084486,1,11.0000004b,Drive,Loading,pitch.0,894081,0.1757,4.1968,52.4203,42.1697,87.7024,-6.993,-0.1777,0.0854
1783104084486,1,12.00000015,Lower Delivery,Loading,pitch.0,893585,0.2288,1.5341,2.5004,-0.8459,-2.823,-0.1306,0.1199,-0.0359
1783104084486,1,12.00000018,Upper Delivery,Loading,pitch.0,895031,0.409,-0.4312,1.3416,1.0765,-0.6938,4.4944,0.0,0.0
1783104084486,1,Pitching Mound.Delivery,,Loading,pitch.0,893059,0.6377,1.1029,3.842,0.6246,-3.5169,4.4251,0.0,0.0
1783104084486,1,Pitching Mound.Drive,,Loading,pitch.0,894081,0.1757,4.1968,52.4203,42.1697,87.7024,-6.993,-0.1777,0.0854
1783104084486,1,Pitching Mound.Parent,,Loading,pitch.0,892255,0.8134,5.2997,56.2623,42.7943,84.1855,-2.5679,-0.1602,0.085
1783104084487,1,11.0000004b,Drive,Loading,pitch.0,894082,0.2035,4.174,52.3742,41.9475,87.4952,-7.0255,-0.1774,0.0851
1783104084487,1,12.00000015,Lower Delivery,Loading,pitch.0,893586,0.2395,1.533,2.5006,-0.8582,-2.456,-0.1008,0.1043,-0.0364
1783104084487,1,12.00000018,Upper Delivery,Loading,pitch.0,895032,0.4307,-0.3972,1.3843,1.1887,-0.7271,4.4493,0.0,0.0
1783104084487,1,Pitching Mound.Delivery,,Loading,pitch.0,893060,0.6702,1.1357,3.8849,0.71,-3.1832,4.4135,0.0,0.0
1783104084487,1,Pitching Mound.Drive,,Loading,pitch.0,894082,0.2035,4.174,52.3742,41.9475,87.4952,-7.0255,-0.1774,0.0851
1783104084487,1,Pitching Mound.Parent,,Loading,pitch.0,892256,0.8737,5.3098,56.2592,42.6575,84.312,-2.6119,-0.1605,0.0843
1783104084488,1,11.0000004b,Drive,Loading,pitch.0,894083,0.2193,4.1747,52.2455,41.8993,87.3494,-7.0179,-0.1775,0.0852
1783104084488,1,12.00000015,Lower Delivery,Loading,pitch.0,893587,0.2409,1.5295,2.5018,-0.8728,-2.3068,-0.1302,0.0979,-0.037
1783104084488,1,12.00000018,Upper Delivery,Loading,pitch.0,895033,0.5497,-0.394,1.5566,1.0698,-0.8398,4.4792,0.0,0.0
1783104084488,1,Pitching Mound.Delivery,,Loading,pitch.0,893061,0.7906,1.1355,4.0584,0.5184,-3.1467,4.454,0.0,0.0
1783104084488,1,Pitching Mound.Drive,,Loading,pitch.0,894083,0.2193,4.1747,52.2455,41.8993,87.3494,-7.0179,-0.1775,0.0852
1783104084488,1,Pitching Mound.Parent,,Loading,pitch.0,892257,1.0099,5.3102,56.3039,42.4177,84.2027,-2.5639,-0.1604,0.0831
1783104084489,1,11.0000004b,Drive,Loading,pitch.0,894084,0.228,4.1611,52.0262,41.7695,87.041,-6.9771,-0.1777,0.0853
1783104084489,1,12.00000015,Lower Delivery,Loading,pitch.0,893588,0.2509,1.533,2.5334,-0.8017,-2.3418,-0.157,0.0982,-0.0336
1783104084489,1,12.00000018,Upper Delivery,Loading,pitch.0,895034,0.5643,-0.3978,1.6222,0.5461,-0.927,4.4667,0.0,0.0
1783104084489,1,Pitching Mound.Delivery,,Loading,pitch.0,893062,0.8153,1.1352,4.1556,0.0541,-3.2688,4.4163,0.0,0.0
1783104084489,1,Pitching Mound.Drive,,Loading,pitch.0,894084,0.228,4.1611,52.0262,41.7695,87.041,-6.9771,-0.1777,0.0853
1783104084489,1,Pitching Mound.Parent,,Loading,pitch.0,892258,1.0433,5.2963,56.1818,41.8236,83.7722,-2.5608,-0.1601,0.083
1783104084490,1,11.0000004b,Drive,Loading,pitch.0,894085,0.2275,4.1423,52.011,41.725,87.0799,-6.9967,-0.1778,0.0852
1783104084490,1,12.00000015,Lower Delivery,Loading,pitch.0,893589,0.2547,1.4983,2.4547,-0.7979,-2.159,-0.1241,0.0934,-0.0345
1783104084490,1,12.00000018,Upper Delivery,Loading,pitch.0,895035,0.59,-0.3875,1.6665,-0.1079,-1.0105,4.4959,0.0,0.0
1783104084490,1,Pitching Mound.Delivery,,Loading,pitch.0,893063,0.8447,1.1108,4.1212,-0.6378,-3.1695,4.4858,0.0,0.0
1783104084490,1,Pitching Mound.Drive,,Loading,pitch.0,894085,0.2275,4.1423,52.011,41.725,87.0799,-6.9967,-0.1778,0.0852
1783104084490,1,Pitching Mound.Parent,,Loading,pitch.0,892259,1.0722,5.2532,56.1322,41.0872,83.9104,-2.5109,-0.1607,0.0822
1783104084491,1,11.0000004b,Drive,Loading,pitch.0,894086,0.2194,4.1258,51.7191,41.6224,86.8289,-7.0176,-0.1783,0.0855
1783104084491,1,12.00000015,Lower Delivery,Loading,pitch.0,893590,0.2562,1.4834,2.4666,-0.8228,-2.0437,-0.1006,0.088,-0.0354
1783104084491,1,12.00000018,Upper Delivery,Loading,pitch.0,895036,0.5861,-0.3903,1.728,0.6686,-0.9192,4.4871,0.0,0.0
1783104084491,1,Pitching Mound.Delivery,,Loading,pitch.0,893064,0.8423,1.0931,4.1946,0.0969,-2.9628,4.4987,0.0,0.0
1783104084491,1,Pitching Mound.Drive,,Loading,pitch.0,894086,0.2194,4.1258,51.7191,41.6224,86.8289,-7.0176,-0.1783,0.0855
1783104084491,1,Pitching Mound.Parent,,Loading,pitch.0,892260,1.0617,5.219,55.9137,41.7193,83.8661,-2.5189,-0.161,0.082
1783104084492,1,11.0000004b,Drive,Loading,pitch.0,894087,0.225,4.1317,51.7777,41.6505,86.983,-6.9795,-0.1784,0.0854
1783104084492,1,12.00000015,Lower Delivery,Loading,pitch.0,893591,0.2846,1.4972,2.6032,-0.7655,-2.1425,-0.1348,0.0874,-0.0312
1783104084492,1,12.00000018,Upper Delivery,Loading,pitch.0,895037,0.6281,-0.3991,1.6762,0.5865,-0.4228,4.5887,0.0,0.0
1783104084492,1,Pitching Mound.Delivery,,Loading,pitch.0,893065,0.9126,1.098,4.2793,0.1362,-2.5653,4.5707,0.0,0.0
1783104084492,1,Pitching Mound.Drive,,Loading,pitch.0,894087,0.225,4.1317,51.7777,41.6505,86.983,-6.9795,-0.1784,0.0854
1783104084492,1,Pitching Mound.Parent,,Loading,pitch.0,892261,1.1377,5.2297,56.057,41.7867,84.4177,-2.4088,-0.1607,0.0831
1783104084493,1,11.0000004b,Drive,Loading,pitch.0,894088,0.2339,4.1286,51.6159,41.6962,86.938,-6.9649,-0.1789,0.0858
1783104084493,1,12.00000015,Lower Delivery,Loading,pitch.0,893592,0.2965,1.5,2.6456,-0.7497,-2.3143,-0.1468,0.0929,-0.0301
1783104084493,1,12.00000018,Upper Delivery,Loading,pitch.0,895038,0.5684,-0.404,1.7784,1.0192,-0.3466,4.4845,0.0,0.0
1783104084493,1,Pitching Mound.Delivery,,Loading,pitch.0,893066,0.865,1.096,4.424,0.5644,-2.6609,4.4301,0.0,0.0
1783104084493,1,Pitching Mound.Drive,,Loading,pitch.0,894088,0.2339,4.1286,51.6159,41.6962,86.938,-6.9649,-0.1789,0.0858
1783104084493,1,Pitching Mound.Parent,,Loading,pitch.0,892262,1.0988,5.2246,56.0398,42.2606,84.2772,-2.5348,-0.1604,0.0829
1783104084494,1,11.0000004b,Drive,Loading,pitch.0,894089,0.2321,4.1205,51.5227,41.6903,87.0191,-6.9896,-0.1794,0.0859
1783104084494,1,12.00000015,Lower Delivery,Loading,pitch.0,893593,0.2839,1.4852,2.6396,-0.6883,-2.2221,-0.1381,0.0894,-0.0277
1783104084494,1,12.00000018,Upper Delivery,Loading,pitch.0,895039,0.6292,-0.3768,1.8431,1.2803,-0.1368,4.5647,0.0,0.0
1783104084494,1,Pitching Mound.Delivery,,Loading,pitch.0,893067,0.9131,1.1084,4.4827,0.8629,-2.3588,4.544,0.0,0.0
1783104084494,1,Pitching Mound.Drive,,Loading,pitch.0,894089,0.2321,4.1205,51.5227,41.6903,87.0191,-6.9896,-0.1794,0.0859
1783104084494,1,Pitching Mound.Parent,,Loading,pitch.0,892263,1.1451,5.229,56.0055,42.5532,84.6602,-2.4456,-0.1608,0.0826
1783104084495,1,11.0000004b,Drive,Loading,pitch.0,894090,0.2488,4.1118,51.355,41.6387,86.9322,-6.9712,-0.1798,0.0861
1783104084495,1,12.00000015,Lower Delivery,Loading,pitch.0,893594,0.277,1.5122,2.6825,-0.6739,-2.2077,-0.1045,0.0874,-0.0267
1783104084495,1,12.00000018,Upper Delivery,Loading,pitch.0,895040,0.6367,-0.3399,1.9672,1.0518,-0.4267,4.4528,0.0,0.0
1783104084495,1,Pitching Mound.Delivery,,Loading,pitch.0,893068,0.9136,1.1723,4.6497,0.6211,-2.6344,4.4706,0.0,0.0
1783104084495,1,Pitching Mound.Drive,,Loading,pitch.0,894090,0.2488,4.1118,51.355,41.6387,86.9322,-6.9712,-0.1798,0.0861
1783104084495,1,Pitching Mound.Parent,,Loading,pitch.0,892264,1.1624,5.2841,56.0047,42.2599,84.2977,-2.5005,-0.1607,0.082
1783104084496,1,11.0000004b,Drive,Loading,pitch.0,894091,0.2602,4.1205,51.1811,41.5709,86.7754,-6.9834,-0.1801,0.0863
1783104084496,1,12.00000015,Lower Delivery,Loading,pitch.0,893595,0.2748,1.5297,2.7455,-0.6346,-2.4212,-0.0902,0.0937,-0.0245
1783104084496,1,12.00000018,Upper Delivery,Loading,pitch.0,895041,0.5754,-0.3475,1.7808,1.5272,-0.15,4.4266,0.0,0.0
1783104084496,1,Pitching Mound.Delivery,,Loading,pitch.0,893069,0.8502,1.1822,4.5263,1.2207,-2.5712,4.4386,0.0,0.0
1783104084496,1,Pitching Mound.Drive,,Loading,pitch.0,894091,0.2602,4.1205,51.1811,41.5709,86.7754,-6.9834,-0.1801,0.0863
1783104084496,1,Pitching Mound.Parent,,Loading,pitch.0,892265,1.1104,5.3028,55.7074,42.7916,84.2042,-2.5448,-0.1608,0.0839
1783104084497,1,11.0000004b,Drive,Loading,pitch.0,894093,0.2636,4.1134,50.7099,41.485,86.5614,-6.9874,-0.1813,0.0869
1783104084497,1,12.00000015,Lower Delivery,Loading,pitch.0,893596,0.261,1.515,2.7371,-0.5266,-2.2031,-0.0681,0.0855,-0.0204
1783104084497,1,12.00000018,Upper Delivery,Loading,pitch.0,895042,0.557,-0.3808,1.7005,1.4699,-0.3405,4.5059,0.0,0.0
1783104084497,1,Pitching Mound.Delivery,,Loading,pitch.0,893070,0.8181,1.1341,4.4376,1.2957,-2.5436,4.5383,0.0,0.0
1783104084497,1,Pitching Mound.Drive,,Loading,pitch.0,894093,0.2636,4.1134,50.7099,41.485,86.5614,-6.9874,-0.1813,0.0869
1783104084497,1,Pitching Mound.Parent,,Loading,pitch.0,892266,1.0908,5.2429,55.409,42.742,83.9201,-2.4672,-0.1615,0.0848
1783104084498,1,12.00000015,Lower Delivery,Loading,pitch.0,893597,0.2477,1.5404,2.7307,-0.6253,-2.3852,-0.0576,0.0928,-0.0243
1783104084498,1,12.00000018,Upper Delivery,Loading,pitch.0,895043,0.4716,-0.3406,1.6444,1.2568,-0.398,4.5297,0.0,0.0
1783104084498,1,Pitching Mound.Delivery,,Loading,pitch.0,893071,0.7192,1.1998,4.3751,1.0008,-2.7832,4.5482,0.0,0.0
1783104084498,1,Pitching Mound.Parent,,Loading,pitch.0,892267,0.9828,5.3131,55.085,42.4858,83.7782,-2.4392,-0.1623,0.0855
1783104084499,1,11.0000004b,Drive,Loading,pitch.0,894094,0.2732,4.101,50.5501,41.4037,86.3734,-7.0014,-0.1815,0.087
1783104084499,1,12.00000015,Lower Delivery,Loading,pitch.0,893598,0.2459,1.5574,2.8217,-0.7022,-2.5051,-0.0723,0.0943,-0.0264
1783104084499,1,12.00000018,Upper Delivery,Loading,pitch.0,895044,0.4376,-0.3584,1.5278,1.2445,-0.7271,4.5179,0.0,0.0
1783104084499,1,Pitching Mound.Delivery,,Loading,pitch.0,893072,0.6835,1.199,4.3495,0.9822,-3.2322,4.5107,0.0,0.0
1783104084499,1,Pitching Mound.Drive,,Loading,pitch.0,894094,0.2732,4.101,50.5501,41.4037,86.3734,-7.0014,-0.1815,0.087
1783104084499,1,Pitching Mound.Parent,,Loading,pitch.0,892268,0.9567,5.2999,54.8996,42.3858,83.1412,-2.4907,-0.1622,0.0867
1783104084500,1,11.0000004b,Drive,Loading,pitch.0,894095,0.2856,4.1153,50.3679,41.4462,86.2652,-7.0226,-0.1819,0.0874
1783104084500,1,11.0000004b,Drive,Loading,pitch.0,894096,0.302,4.1142,50.0257,41.2223,85.7139,-7.0223,-0.182,0.0875
1783104084500,1,12.00000015,Lower Delivery,Loading,pitch.0,893599,0.2517,1.5472,2.8778,-0.636,-2.6788,-0.0725,0.0988,-0.0235
1783104084500,1,12.00000018,Upper Delivery,Loading,pitch.0,895045,0.441,-0.4121,1.2932,1.2288,-0.6772,4.4182,0.0,0.0
1783104084500,1,Pitching Mound.Delivery,,Loading,pitch.0,893073,0.6927,1.1352,4.1711,1.1315,-3.356,4.41,0.0,0.0
1783104084500,1,Pitching Mound.Drive,,Loading,pitch.0,894095,0.2856,4.1153,50.3679,41.4462,86.2652,-7.0226,-0.1819,0.0874
1783104084500,1,Pitching Mound.Drive,,Loading,pitch.0,894096,0.302,4.1142,50.0257,41.2223,85.7139,-7.0223,-0.182,0.0875
1783104084500,1,Pitching Mound.Parent,,Loading,pitch.0,892269,0.9783,5.2505,54.539,42.5777,82.9092,-2.6126,-0.1628,0.0893
