Time (Unix ms),Phase,Device Id,Position Id,Phase Name,Capture Phase Id,Record Id,Fx,Fy,Fz,Mx,My,Mz,COPx,COPy
1782846961982,1,12.00000018,Upper Delivery,Loading,pitch.0,496974,0.201,-0.1506,-0.224,-0.2359,0.0556,1.6442,0.0,0.0
1782846961982,1,Pitching Mound.Parent,,Loading,pitch.0,495478,2.3343,5.4698,54.113,25.0213,-27.3554,-1.5768,0.0712,0.0674
1782846961983,1,11.0000004b,Drive,Loading,pitch.0,496444,2.1598,5.6289,54.3879,25.3339,-27.2869,-3.2713,0.0707,0.0656
1782846961983,1,12.00000015,Lower Delivery,Loading,pitch.0,496159,-0.0063,0.0011,0.0087,-0.132,-0.0455,-0.0037,0.0,0.0
1782846961983,1,12.00000018,Upper Delivery,Loading,pitch.0,496975,0.1908,-0.2865,-0.1846,-0.2383,0.057,1.6711,0.0,0.0
1782846961983,1,Pitching Mound.Delivery,,Loading,pitch.0,495884,0.1847,-0.2856,-0.175,-0.31,0.0122,1.7346,0.0,0.0
1782846961983,1,Pitching Mound.Drive,,Loading,pitch.0,496444,2.1598,5.6289,54.3879,25.3339,-27.2869,-3.2713,0.0707,0.0656
1782846961983,1,Pitching Mound.Parent,,Loading,pitch.0,495479,2.3378,5.3523,54.1765,25.0787,-27.2833,-1.5401,0.071,0.0672
1782846961984,1,12.00000015,Lower Delivery,Loading,pitch.0,496160,-0.0059,0.0005,0.0093,-0.1288,-0.0368,-0.0024,0.0,0.0
1782846961984,1,12.00000018,Upper Delivery,Loading,pitch.0,496976,0.1616,-0.3631,-0.0565,-0.251,0.0644,1.8129,0.0,0.0
1782846961984,1,Pitching Mound.Delivery,,Loading,pitch.0,495885,0.1553,-0.362,-0.0478,-0.3609,0.0189,1.8663,0.0,0.0
1782846961984,1,Pitching Mound.Parent,,Loading,pitch.0,495480,2.3151,5.2669,54.3401,24.973,-27.268,-1.405,0.0707,0.0661
1782846961985,1,11.0000004b,Drive,Loading,pitch.0,496445,2.1652,5.6487,54.4205,25.4144,-27.2311,-3.2584,0.0705,0.0658
1782846961985,1,11.0000004b,Drive,Loading,pitch.0,496446,2.1503,5.644,54.2559,25.4212,-27.113,-3.2306,0.0704,0.066
1782846961985,1,12.00000015,Lower Delivery,Loading,pitch.0,496161,-0.0062,0.0007,0.0072,-0.13,-0.032,-0.0021,0.0,0.0
1782846961985,1,12.00000018,Upper Delivery,Loading,pitch.0,496977,0.1779,-0.3071,-0.2061,-0.2455,0.0612,1.7514,0.0,0.0
