pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
ST,2025-05-08,86.7,2.7,5.69,"Aranda, Jonathan",666018,666200,single,hit_into_play,,,,,13,Jonathan Aranda singles on a line drive to left fielder Kyle Schwarber. Junior Caminero to 2nd.,R,L,L,TB,PHI,X,7,line_drive,1,2,2025,-0.99,-0.39,-0.9626617783743359,1.477131538102376,,,691406,1,6,Bot,79.16,128.82,,,,,-6.674111344028798,-126.18423650564591,-3.0598579176829706,-9.200756219742237,25.459844790313454,-35.95145145767661,3.36,1.56,174,66.2,20,86,2178,5.8,778005,592663,547180,681082,664761,607208,656941,669016,596146,54.68,0.661,0.595,0.9,1,1,0,4,44,5,Sweeper,2,1,2,1,1,2,2,1,Standard,Standard,315,0.04,0.483,67.5,7.6,0.67,-0.483,88.0,1,1,0.734,0.734,27,27,28,27,3,2,6,2,6,1,3.42,-0.99,-0.99,31.1,-0.3167571090374758,7.388917859903337,35.42126628453181,51.742695559970336,23.138807504650146
SI,2025-05-08,96.8,2.59,5.78,"Aranda, Jonathan",666018,666200,,foul,,,,,5,Foul,R,L,L,TB,PHI,S,,,1,2,2025,1.17,0.77,-0.11189570377029079,2.428070241367381,,,691406,1,6,Bot,,,,,,,-9.750802783785954,-140.65003149363469,-5.100297071329569,17.657438391481243,31.087134370650528,-20.94166428376354,3.36,1.56,288,93.7,28,95.9,2372,5.8,778005,592663,547180,681082,664761,607208,656941,669016,596146,54.73,,,,,,,,44,4,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,116,0,0,64.5,6.7,,0,93.7,1,1,0.734,0.734,27,27,28,27,3,2,6,2,6,1,1.66,1.17,1.17,31.7,-7.154859091105633,19.446059800848865,34.773892258544265,41.141074001201574,18.37591274870349
SI,2025-05-08,95.6,2.61,5.8,"Aranda, Jonathan",666018,666200,,called_strike,,,,,5,Called Strike,R,L,L,TB,PHI,S,,,1,1,2025,1.41,0.63,0.10356105252439374,2.463304100433745,,,691406,1,6,Bot,,,,,,,-9.676798849165642,-138.9338968292073,-4.534305170813297,20.48594510631343,30.968829208259105,-23.21561470595523,3.43925205653304,1.56780983987717,,,,94.7,2270,5.8,778005,592663,547180,681082,664761,607208,656941,669016,596146,54.69,,,,,,,,44,3,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,122,-0.007,-0.056,,,,0.056,,1,1,0.741,0.741,27,27,28,27,3,2,6,2,6,1,1.87,1.41,1.41,32.2,,,,,
ST,2025-05-08,85.4,2.72,5.68,"Aranda, Jonathan",666018,666200,,ball,,,,,13,Ball,R,L,L,TB,PHI,B,,,0,1,2025,-1,0.05,-0.8526137471218102,2.4158583816502848,,,691406,1,6,Bot,,,,,,,-6.310402040738571,-124.28116747102204,-1.5415919552977704,-9.290245125421231,23.134442186711322,-31.51220838918969,3.45892142423239,1.58690186348385,,,,84.7,2361,5.7,778005,592663,547180,681082,664761,607208,656941,669016,596146,54.83,,,,,,,,44,2,Sweeper,2,1,2,1,1,2,2,1,Standard,Standard,315,0.003,0.019,,,,-0.019,,1,1,0.738,0.738,27,27,28,27,3,2,6,2,6,1,3.05,-1,-1,31.2,,,,,
SI,2025-05-08,94.2,2.71,5.72,"Aranda, Jonathan",666018,666200,,called_strike,,,,,6,Called Strike,R,L,L,TB,PHI,S,,,0,0,2025,1.22,0.86,0.5314453070290535,2.4435894803127356,,,691406,1,6,Bot,,,,,,,-8.233531771590519,-136.90681148100384,-4.657174961702947,17.104364152840215,30.042724920926972,-20.504105111560143,3.46250191144311,1.56044251970642,,,,93,2263,5.6,778005,592663,547180,681082,664761,607208,656941,669016,596146,54.85,,,,,,,,44,1,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,128,-0.004,-0.04,,,,0.04,,1,1,0.742,0.742,27,27,28,27,3,2,6,2,6,1,1.71,1.22,1.22,31.5,,,,,
FC,2025-05-08,85.6,-2.72,5.44,"Schanuel, Nolan",694384,605135,walk,ball,,,,,11,Nolan Schanuel walks. Zach Neto to 2nd.,R,L,R,LAA,TOR,B,,,3,2,2025,0.38,0.42,-1.489215252827682,3.9220865100497293,,,687263,0,7,Bot,,,,,,,2.146387786205029,-124.75834345836626,1.7736321526125824,3.596392543931278,22.980633697009257,-28.251358616454727,3.52686669734772,1.66768229072178,,,,86,2367,6.3,778000,672386,665489,676391,680718,666182,664770,662139,623993,54.22,,0.691497,0.7,1,0,0,,68,6,Cutter,4,7,4,7,7,4,4,7,Infield shade,Standard,140,0.073,0.34,,,,-0.34,,-3,-3,0.192,0.192,36,23,36,23,4,3,6,1,6,1,2.66,-0.38,0.38,32.0,,,,,
SI,2025-05-08,91.2,-2.74,5.49,"Schanuel, Nolan",694384,605135,,foul,,,,,1,Foul,R,L,R,LAA,TOR,S,,,3,1,2025,-1.22,0.28,-0.5163290072843292,3.070156967629477,,,687263,0,7,Bot,,,,,,,8.17836047231037,-132.53288827802913,-0.7639868083868409,-16.088577977031758,29.074476116178708,-28.92326748527063,3.62,1.69,225,69.8,35,91,2129,6.3,778000,672386,665489,676391,680718,666182,664770,662139,623993,54.23,,,,,,,,68,5,Sinker,4,7,4,7,7,4,4,7,Standard,Standard,225,-0.021,-0.081,71.6,6.3,,0.081,88.0,-3,-3,0.213,0.213,36,23,36,23,4,3,6,1,6,1,2.47,1.22,-1.22,31.0,-1.8291463840306592,9.974059817062333,35.99565238434876,37.47907152471522,23.51298716713535
CH,2025-05-08,87.5,2.57,5.62,"Caminero, Junior",691406,666200,walk,ball,,,,,14,Junior Caminero walks.,R,R,L,TB,PHI,B,,,3,2,2025,1.37,0.7,1.1266907735823735,1.882561095871001,,,,1,6,Bot,,,,,,,-6.234439609827544,-127.38889190783955,-4.350734517808237,16.14218229768747,24.337546392612538,-23.81155341534879,3.4707764791418,1.47898130837487,,,,87,2007,5.8,778005,592663,547180,681082,664761,607208,656941,669016,596146,54.74,,0.691497,0.7,1,0,0,,43,7,Changeup,2,1,2,1,1,2,2,1,Standard,Standard,103,0.02,0.339,,,,-0.339,,1,1,0.722,0.722,27,21,28,22,3,2,6,1,6,1,2.25,1.37,-1.37,30.2,,,,,
CU,2025-05-08,81.1,-1.9,5.73,"Kim, Hyeseong",808975,694297,strikeout,swinging_strike_blocked,,,,,14,Hyeseong Kim strikes out swinging.,R,L,R,AZ,LAD,S,2,,1,2,2025,1.14,-0.71,0.9544086392722111,0.6696041484013824,,,624424,0,7,Top,,,,,,,4.21371497930434,-118.03565652043858,-3.293102609772811,9.756729045749438,23.91350977261323,-38.375846177615244,3.301,1.504,,,,81.3,2800,6.5,777999,672515,647304,606466,553993,672695,666971,677950,682998,53.97,,0,0,1,0,0,,52,4,Curveball,5,0,0,5,0,5,0,5,Infield shade,Standard,52,0.012,-0.165,64.0,8.6,,0.165,,5,-5,0.955,0.04500000000000004,26,26,27,26,3,2,5,1,5,2,4.2,-1.14,1.14,33.3,29.73479898353427,-30.520194904503334,49.86700563079282,24.236441113715856,42.18812688780718
CH,2025-05-08,86.2,2.57,5.75,"Caminero, Junior",691406,666200,,ball,,,,,14,Ball,R,R,L,TB,PHI,B,,,2,2,2025,1.32,0.81,0.09399698529727285,1.1352243832418467,,,,1,6,Bot,,,,,,,-8.456717001112356,-125.24409239731044,-6.3619554500667626,15.53209843703784,23.25462366747821,-22.506289520531833,3.49195170974932,1.56015693336008,,,,85.5,1898,5.8,778005,592663,547180,681082,664761,607208,656941,669016,596146,54.75,,,,,,,,43,6,Changeup,2,1,2,1,1,2,2,1,Standard,Standard,111,0.005,0.104,,,,-0.104,,1,1,0.717,0.717,27,21,28,22,3,2,6,1,6,1,2.24,1.32,-1.32,32.1,,,,,
FC,2025-05-08,85.7,-2.61,5.59,"Schanuel, Nolan",694384,605135,,ball,,,,,11,Ball,R,L,R,LAA,TOR,B,,,2,1,2025,0.16,0.52,-0.8788396889416866,4.3103076473368915,,,687263,0,7,Bot,,,,,,,3.7617968769899575,-124.78848295644202,2.185148397539605,0.891193094563743,25.255207748267548,-27.370885611863432,3.65897436669269,1.73925252968344,,,,85.7,2169,6.3,778000,672386,665489,676391,680718,666182,664770,662139,623993,54.25,,,,,,,,68,4,Cutter,4,7,4,7,7,4,4,7,Standard,Standard,171,0.025,0.116,,,,-0.116,,-3,-3,0.188,0.188,36,23,36,23,4,3,6,1,6,1,2.58,-0.16,0.16,33.4,,,,,
