PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId
1,2026-05-19,15:45:40.47,"Jackson, Logan",1000506213,Right,,,,,,Fastball,Live,,81.99851,-0.02997597783,-2.801660806,1756.925636,219.6388404,1:15,5.50989,1.74863,,-30.53411,13.57777,11.29175,2.93674,0.01368,74.44989,-5.625045253,-0.7278923883,0.478023398,-6.60989,6.96569,-1.46096,50,5.4777,5.39829,-118.89712,-1.19857,-9.40933,23.97811,-22.25822,cbc9ad8b-c8a7-45b9-8d90-ccfb5904cc43,532d0ce7-6278-4016-bb23-bf2f09352115,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,0.4498584638,1756.871483,0.999969177,,fbfc4896-7e37-4c6b-8221-071a2edbebe9,d09d4a63-0989-4e34-af16-a4f6abffe49b
2,2026-05-19,15:45:58.12,"Jackson, Logan",1000506213,Right,,,,,,Fastball,Live,,81.82852,-2.476308783,-2.403277221,1632.021496,232.2036362,1:45,5.44106,1.78582,6.15441,-34.66169,6.82486,8.82321,0.26163,0.29973,74.93335,-8.982829622,-0.7302393372,0.4635803909,-5.5284,4.46098,-1.60802,50,5.23522,4.74173,-118.91399,-6.12558,-7.86136,24.27221,-25.83055,eaa58186-b650-4820-866c-365120b0b4f0,532d0ce7-6278-4016-bb23-bf2f09352115,81.30723,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,99b984ff-fb11-4a22-96a7-4fc16e744d0c,d09d4a63-0989-4e34-af16-a4f6abffe49b
3,2026-05-19,15:46:29.97,"Jackson, Logan",1000506213,Right,,,,,,Fastball,Live,,79.8951,-3.633676981,-2.266309015,1653.920613,212.9109751,1:00,5.56836,1.65241,6.43105,,,,,,,,,,-5.00891,7.77821,-1.49506,50,5.29582,4.38639,-116.07516,-8.18052,-6.81618,22.24953,-21.58936,fb8e1e4d-c3f4-4923-bda6-193615f5403e,532d0ce7-6278-4016-bb23-bf2f09352115,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,8d17d337-6ec1-4cb5-ac56-3906d5b79048,d09d4a63-0989-4e34-af16-a4f6abffe49b
4,2026-05-19,15:46:53.56,"Jackson, Logan",1000506213,Right,,,,,,Fastball,Live,,82.43229,-0.8215172166,-3.238348801,1809.345548,219.5416528,1:15,5.59855,1.64312,6.13574,-28.85636,12.00832,9.94992,2.43343,-0.52343,75.10153,-6.267588461,-1.354901728,0.4600928348,-6.37773,6.78584,-1.40142,50,5.52093,6.49458,-119.80904,-2.54501,-9.21554,24.41959,-22.3688,6acc0a4e-2322-4fb3-861f-b14c708d7a6c,532d0ce7-6278-4016-bb23-bf2f09352115,81.92355,Pitching,23360159,,,,,,,,,,,,,,,,,,,,2.143593212,1808.079412,0.9993002243,,eb3abc36-50f2-436e-9bd2-1255be0a3a1a,d09d4a63-0989-4e34-af16-a4f6abffe49b
5,2026-05-19,15:47:18.73,"Jackson, Logan",1000506213,Right,,,,,,Fastball,Live,,81.9497,-2.0059803,-3.464292817,1736.927523,209.5501716,1:00,5.50722,1.80924,6.45328,-28.86283,12.00848,6.82739,1.25527,-0.8078,74.90838,-7.46526949,-2.16584736,0.4601301493,-4.77964,7.20734,-1.56743,50,5.35224,7.02723,-119.08703,-4.9479,-6.82744,24.00008,-21.87878,2a8cbcc5-a7a7-4f3b-a9c7-0f94a7f5c160,532d0ce7-6278-4016-bb23-bf2f09352115,81.91691,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,6d490066-06fa-4c12-8feb-eb2c66a42f11,d09d4a63-0989-4e34-af16-a4f6abffe49b
6,2026-05-19,15:47:36.37,"Jackson, Logan",1000506213,Right,,,,,,Fastball,Live,,82.54811,-5.237158272,-4.141125681,1848.139408,,,5.45223,1.78988,6.55333,,,,,,,,,,-6.69139,5.48701,-1.50856,50,5.07536,8.38816,-119.48868,-11.84912,-9.66899,23.13623,-24.24538,4a27d611-9ce0-4bf7-8fe2-0ecb5878a2e6,532d0ce7-6278-4016-bb23-bf2f09352115,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,7432e8a7-9180-48f5-9f7d-95eb4f9c2a87,d09d4a63-0989-4e34-af16-a4f6abffe49b
7,2026-05-19,15:47:59.01,"Jackson, Logan",1000506213,Right,,,,,,Fastball,Live,,81.56116,-0.9205574669,-0.4673257397,1793.50622,214.1359181,1:15,5.74087,1.59291,6.35145,-26.90517,14.33424,9.73964,2.65146,1.97445,74.45686,-6.016684293,1.385827378,0.462197518,-5.48471,8.14036,-1.56368,50,5.66152,0.70438,-118.77279,-2.63891,-7.79336,23.87189,-20.60721,2565b1a6-527b-491a-8c2f-bbdf00c5f54f,532d0ce7-6278-4016-bb23-bf2f09352115,81.5505,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-0.03124674707,1793.505954,0.9999998513,,17ddd64a-c7a8-48a1-aeab-e1f012bb1d49,d09d4a63-0989-4e34-af16-a4f6abffe49b
8,2026-05-19,15:48:18.20,"Jackson, Logan",1000506213,Right,,,,,,ChangeUp,Live,,76.7126,-2.159506591,-6.246765908,1649.149186,280.2827224,3:15,5.22173,1.82788,6.0142,,,,,,,,,,-9.81988,-0.83594,-1.34515,50,5.02408,11.74109,-110.95991,-5.57719,-12.23494,19.97161,-33.21557,3c37224b-a185-4feb-ab12-416c40710457,532d0ce7-6278-4016-bb23-bf2f09352115,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,1.393894935,1648.661182,0.9997040874,,9fc57bfb-f953-431c-a94b-1e2b4eeeb7b9,d09d4a63-0989-4e34-af16-a4f6abffe49b
9,2026-05-19,15:48:36.08,"Jackson, Logan",1000506213,Right,,,,,,ChangeUp,Live,,75.70234,-1.380669201,-4.452635557,1616.071315,261.978916,2:45,5.35073,1.75816,5.97989,-46.40327,2.21352,15.82884,0.20006,-1.05784,69.93185,-10.02350711,-1.47814652,0.5018391756,-9.7925,1.5792,-1.41507,50,5.2157,8.12636,-109.87096,-3.91459,-11.97976,19.31949,-30.24212,62dcdcb2-4ea2-4a8f-8a6e-686954f35da3,532d0ce7-6278-4016-bb23-bf2f09352115,75.1086,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,e25df7c7-4d5a-45f1-95ca-65ad73b55c0c,d09d4a63-0989-4e34-af16-a4f6abffe49b
10,2026-05-19,15:49:15.22,"Jackson, Logan",1000506213,Right,,,,,,ChangeUp,Live,,73.50891,-0.4515516827,-4.00355174,1444.165621,272.4776132,3:00,5.42405,1.85804,6.11964,-51.61888,-0.47378,10.11676,0.70405,-1.00568,68.08181,-10.08798138,-2.098691181,0.514722788,-6.59201,-0.13415,-1.55687,50,5.36235,7.21537,-106.808,-2.17058,-7.62916,18.07378,-32.3293,1609a579-971e-47a3-8619-915efeb61d53,532d0ce7-6278-4016-bb23-bf2f09352115,73.22862,Pitching,23360159,,,,,,,,,,,,,,,,,,,,19.36473325,1362.46474,0.9434269314,,8f7b92c0-b0a4-44f4-a894-d31486e397b5,d09d4a63-0989-4e34-af16-a4f6abffe49b
11,2026-05-19,15:49:49.67,"Jackson, Logan",1000506213,Right,,,,,,Fastball,Live,,81.36058,-2.158322415,-1.432137884,1735.888523,221.1033625,1:15,5.78698,1.78816,6.56817,-30.06172,11.50137,10.05246,1.30209,1.31298,73.75152,-7.883875766,0.4984400203,0.4640078177,-6.0431,7.08361,-1.69415,50,5.62606,2.70124,-118.34634,-5.23166,-8.43166,26.00061,-22.29062,8149b3a1-ad25-4f33-982e-39befcbd9813,532d0ce7-6278-4016-bb23-bf2f09352115,81.23234,Pitching,23360159,,,,,,,,,,,,,,,,,,,,10.64027005,1706.041338,0.9828058171,,5a20b644-792f-467b-9347-17cabdf176a3,d09d4a63-0989-4e34-af16-a4f6abffe49b
