Time (Unix ms),Phase,Device Id,Position Id,Phase Name,Capture Phase Id,Record Id,Fx,Fy,Fz,Mx,My,Mz,COPx,COPy
1783361782128,1,12.00000018,Upper Delivery,Loading,pitch.0,568419,3.0088,-2.031,4.67,-20.1123,-2.3446,8.8067,0.0535,-0.327
1783361782129,1,12.00000018,Upper Delivery,Loading,pitch.0,568420,3.0543,-2.0099,4.5691,-19.7047,-2.1769,8.6878,0.0508,-0.327
1783361782130,1,11.0000004b,Drive,Loading,pitch.0,567427,-1.283,-1.9238,21.9781,19.2443,20.303,5.8115,-0.0985,0.0933
1783361782130,1,12.00000018,Upper Delivery,Loading,pitch.0,568421,3.0635,-1.9667,4.7066,-20.1905,-2.1587,8.6323,0.0489,-0.327
1783361782130,1,Pitching Mound.Drive,,Loading,pitch.0,567427,-1.283,-1.9238,21.9781,19.2443,20.303,5.8115,-0.0985,0.0933
1783361782131,1,11.0000004b,Drive,Loading,pitch.0,567428,-1.3319,-1.8767,22.2595,19.4687,20.5618,5.7653,-0.0985,0.0932
1783361782131,1,12.00000018,Upper Delivery,Loading,pitch.0,568422,2.9629,-1.9521,4.4994,-20.0582,-1.914,8.5665,0.0453,-0.327
1783361782131,1,Pitching Mound.Drive,,Loading,pitch.0,567428,-1.3319,-1.8767,22.2595,19.4687,20.5618,5.7653,-0.0985,0.0932
1783361782132,1,11.0000004b,Drive,Loading,pitch.0,567429,-1.388,-1.8489,22.5808,19.5982,20.7203,5.7608,-0.0978,0.0925
1783361782132,1,12.00000015,Lower Delivery,Loading,pitch.0,567310,0.5283,-0.311,0.2852,-0.4218,1.0845,0.0207,0.0,0.0
1783361782132,1,12.00000018,Upper Delivery,Loading,pitch.0,568423,2.9269,-1.9073,4.4395,-19.7004,-1.8163,8.4795,0.0436,-0.327
1783361782132,1,Pitching Mound.Delivery,,Loading,pitch.0,529931,3.4552,-2.2183,4.7247,-21.5346,-0.7318,9.3157,0.0,0.0
1783361782132,1,Pitching Mound.Drive,,Loading,pitch.0,567429,-1.388,-1.8489,22.5808,19.5982,20.7203,5.7608,-0.0978,0.0925
1783361782132,1,Pitching Mound.Parent,,Loading,pitch.0,529512,2.0672,-4.0673,27.3055,-1.9364,19.9885,15.0765,-0.0738,-0.0284
1783361782133,1,11.0000004b,Drive,Loading,pitch.0,567430,-1.4233,-1.8187,22.8837,19.7751,20.9122,5.7217,-0.0974,0.0921
1783361782133,1,12.00000018,Upper Delivery,Loading,pitch.0,568424,2.8787,-1.895,4.3164,-18.9808,-1.9092,8.402,0.0472,-0.327
1783361782133,1,Pitching Mound.Drive,,Loading,pitch.0,567430,-1.4233,-1.8187,22.8837,19.7751,20.9122,5.7217,-0.0974,0.0921
1783361782134,1,11.0000004b,Drive,Loading,pitch.0,567431,-1.4687,-1.7863,23.1947,19.8922,21.1759,5.7176,-0.0973,0.0914
1783361782134,1,12.00000015,Lower Delivery,Loading,pitch.0,567311,0.5051,-0.2949,0.265,-0.4518,1.0329,0.0161,0.0,0.0
1783361782134,1,12.00000018,Upper Delivery,Loading,pitch.0,568425,2.8414,-1.8521,4.1588,-18.5816,-1.9019,8.371,0.0488,-0.327
1783361782134,1,Pitching Mound.Delivery,,Loading,pitch.0,529932,3.3838,-2.1899,4.5814,-20.8101,-0.8763,9.2252,0.0,0.0
1783361782134,1,Pitching Mound.Drive,,Loading,pitch.0,567431,-1.4687,-1.7863,23.1947,19.8922,21.1759,5.7176,-0.0973,0.0914
1783361782134,1,Pitching Mound.Parent,,Loading,pitch.0,529513,1.9605,-4.0086,27.4651,-1.0349,20.0359,14.9469,-0.0738,-0.0248
1783361782135,1,11.0000004b,Drive,Loading,pitch.0,567432,-1.5116,-1.7511,23.5362,20.1522,21.2053,5.7035,-0.096,0.0913
1783361782135,1,12.00000015,Lower Delivery,Loading,pitch.0,567312,0.4845,-0.3002,0.2149,-0.4766,1.1056,0.0172,0.0,0.0
1783361782135,1,12.00000015,Lower Delivery,Loading,pitch.0,567313,0.5343,-0.2869,0.2637,-0.5946,1.3221,0.0204,0.0,0.0
1783361782135,1,12.00000018,Upper Delivery,Loading,pitch.0,568426,2.7816,-1.799,4.1401,-18.5581,-1.8864,8.2467,0.0486,-0.327
