pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
CH,2025-10-15,88.1,-1.69,5.5,"Naylor, Josh",647304,669456,field_out,hit_into_play,,,,,8,"Josh Naylor grounds out, first baseman Vladimir Guerrero Jr. to pitcher Shane Bieber.",L,L,R,SEA,TOR,X,3,ground_ball,0,0,2025,-1.21,0.15,0.02378548951510684,1.4928836013341713,,,,2,6,Bot,152.77,163.53,,,,,6.678951070331125,-128.11518286029835,-3.9786228353072826,-14.655952291686582,25.653667766268683,-29.877715805462003,3.23,1.51,59,98.3,3,88.4,1258,6.5,813043,672386,665489,676391,680718,665926,664702,662139,664770,54.03,0.443,0.413,0,1,0,0,4,57,1,Changeup,2,12,2,12,12,2,2,12,Standard,Standard,252,0,-0.26,67.1,8.2,0.508,0.26,98.3,-10,-10,0.001,0.001,30,28,30,28,3,2,8,2,5,1,2.78,1.21,-1.21,33.5,10.072737372604271,-8.311430808238422,41.326795373655365,33.15348129451441,26.149709525408007
CH,2025-10-15,87.4,-1.68,5.51,"Polanco, Jorge",593871,669456,field_out,hit_into_play,,,,,7,"Jorge Polanco grounds out, shortstop Andrés Giménez to first baseman Vladimir Guerrero Jr.",L,L,R,SEA,TOR,X,6,ground_ball,0,1,2025,-1.18,0,-0.45056862569706624,2.0688753904129897,,,,1,6,Bot,101.13,148.85,,,,,5.424947473388711,-127.23430531087686,-2.183318497603601,-13.953611524937928,25.45913400659296,-31.9064269382917,3.26,1.55,13,104,-8,87.9,1352,6.5,813043,672386,665489,676391,680718,665926,664702,662139,664770,53.98,0.322,0.294,0,1,0,0,2,56,2,Changeup,2,12,2,12,12,2,2,12,Infield shade,Standard,253,-0.001,-0.215,,,0.323,0.215,104.0,-10,-10,0.002,0.002,30,31,30,32,3,2,8,2,5,1,2.97,1.18,-1.18,35.4,,,,,
KC,2025-10-15,81.5,-1.6,5.55,"Polanco, Jorge",593871,669456,,swinging_strike,,,,,14,Swinging Strike,L,L,R,SEA,TOR,S,,,0,0,2025,0.83,-1.29,0.9158629753646077,1.2563825726504847,,,,1,6,Bot,,,,,,,4.057018429170017,-118.58660803249586,-0.44334581272485285,6.83057504701479,27.16008938622383,-44.276724195967134,3.26,1.55,,,,81.2,2679,6.5,813043,672386,665489,676391,680718,665926,664702,662139,664770,53.98,,,,,,,,56,1,Knuckle Curve,2,12,2,12,12,2,2,12,Infield shade,Standard,39,0,-0.039,73.4,7.8,,0.039,,-10,-10,0.002,0.002,30,31,30,32,3,2,8,2,5,1,4.77,-0.83,0.83,38.7,19.95899907431343,-31.19847020176007,34.0058499487616,29.63359592461549,44.97406231416681
FC,2025-10-15,86.4,-1.75,5.52,"Rodríguez, Julio",677594,669456,strikeout,swinging_strike,,,,,5,Julio Rodríguez strikes out swinging.,L,R,R,SEA,TOR,S,2,,3,2,2025,-0.04,0.65,0.14910499099105806,2.647885749933114,,,,0,6,Bot,,,,,,,4.624297416434325,-125.88104614802916,-2.0124450311783253,-1.3247973472608967,24.452011121161863,-25.000187639890676,3.26,1.51,,,,87.1,2576,6.6,813043,672386,665489,676391,680718,665926,664702,662139,664770,53.93,,0,0,1,0,0,,55,6,Cutter,2,12,2,12,12,2,2,12,Standard,Standard,207,-0.001,-0.345,78.9,7.8,,0.345,,-10,-10,0.003,0.003,30,24,30,25,3,2,8,2,5,1,2.38,0.04,0.04,37.1,14.693903971489306,-26.56695050006612,24.03949594887123,41.62561933983849,47.45119767242891
CH,2025-10-15,87.9,-1.76,5.5,"Rodríguez, Julio",677594,669456,,ball,,,,,11,Ball,L,R,R,SEA,TOR,B,,,2,2,2025,-1.13,-0.35,-2.1392111818905817,2.934453051783918,,,,0,6,Bot,,,,,,,1.4328460420672748,-128.04426271649444,0.6388450255015241,-12.722619617291107,26.97035106442089,-36.41833624635428,3.13365232216939,1.51000079655232,,,,88.3,1366,6.5,813043,672386,665489,676391,680718,665926,664702,662139,664770,53.99,,,,,,,,55,5,Changeup,2,12,2,12,12,2,2,12,Standard,Standard,250,0,0.112,,,,-0.112,,-10,-10,0.003,0.003,30,24,30,25,3,2,8,2,5,1,3.3,1.13,1.13,37.8,,,,,
SL,2025-10-15,85.1,-1.64,5.58,"Rodríguez, Julio",677594,669456,,ball,,,,,14,Ball,L,R,R,SEA,TOR,B,,,1,2,2025,0.18,-0.02,1.2174108556730248,2.279362394101365,,,,0,6,Bot,,,,,,,6.340078199271836,-123.8663167341403,-1.4220423943699276,0.6812451951591671,23.744432356516516,-32.29506541931083,3.19682548940725,1.5416005462453,,,,85.3,2632,6.3,813043,672386,665489,676391,680718,665926,664702,662139,664770,54.17,,,,,,,,55,4,Slider,2,12,2,12,12,2,2,12,Standard,Standard,49,0,0.043,,,,-0.043,,-10,-10,0.003,0.003,30,24,30,25,3,2,8,2,5,1,3.15,-0.18,-0.18,36.7,,,,,
SL,2025-10-15,84.7,-1.58,5.56,"Rodríguez, Julio",677594,669456,,ball,,,,,14,Ball,L,R,R,SEA,TOR,B,,,0,2,2025,0.16,-0.04,1.843541736343682,1.052127632076481,,,,0,6,Bot,,,,,,,7.707842873172176,-123.2042388290578,-4.150729539075908,0.16846086793473694,23.803042396062647,-31.92646623975893,3.10206912444052,1.47840182812373,,,,85.3,2534,6.6,813043,672386,665489,676391,680718,665926,664702,662139,664770,53.89,,,,,,,,55,3,Slider,2,12,2,12,12,2,2,12,Standard,Standard,17,0,0.024,,,,-0.024,,-10,-10,0.003,0.003,30,24,30,25,3,2,8,2,5,1,3.21,-0.16,-0.16,38.2,,,,,
CH,2025-10-15,87.4,-1.74,5.5,"Rodríguez, Julio",677594,669456,,swinging_strike,,,,,11,Swinging Strike,L,R,R,SEA,TOR,S,,,0,1,2025,-1.07,-0.32,-1.5332710436831922,2.6846203947762506,,,,0,6,Bot,,,,,,,2.703496455421413,-127.25143639649713,0.05456093282090824,-12.121696394712872,27.741685339217366,-35.88848669082416,3.26,1.51,,,,87.5,1464,6.5,813043,672386,665489,676391,680718,665926,664702,662139,664770,54.01,,,,,,,,55,2,Changeup,2,12,2,12,12,2,2,12,Standard,Standard,254,0,-0.055,72.4,6.4,,0.055,,-10,-10,0.003,0.003,30,24,30,25,3,2,8,2,5,1,3.32,1.07,1.07,37.7,4.156870061559242,7.602116816551174,28.566959600499086,21.739406225780947,21.53129994930071
SL,2025-10-15,83.3,-1.66,5.59,"Rodríguez, Julio",677594,669456,,called_strike,,,,,2,Called Strike,L,R,R,SEA,TOR,S,,,0,0,2025,0.12,0,0.10139682516150125,3.0364879691481215,,,,0,6,Bot,,,,,,,3.8253146826117073,-121.37554508106153,0.5456901171576221,0.4836089871248837,22.149811679107874,-32.51585830176923,3.22841109687239,1.54160403058918,,,,83.8,2543,6.4,813043,672386,665489,676391,680718,665926,664702,662139,664770,54.11,,,,,,,,55,1,Slider,2,12,2,12,12,2,2,12,Standard,Standard,78,0,-0.039,,,,0.039,,-10,-10,0.003,0.003,30,24,30,25,3,2,8,2,5,1,3.26,-0.12,-0.12,36.6,,,,,
FF,2025-10-15,92.2,-1.69,5.63,"Raleigh, Cal",663728,669456,strikeout,swinging_strike,,,,,1,Cal Raleigh strikes out swinging.,L,L,R,SEA,TOR,S,2,,2,2,2025,-1,1.44,-0.31563179016958287,3.621886023323317,,,668227,2,5,Bot,,,,,,,5.700771701898387,-134.2420745834048,-2.410840413692988,-13.310246624600312,29.05123440415552,-14.460029014689484,3.59,1.69,,,,92.7,2330,6.5,813043,672386,665489,676391,680718,665926,664702,662139,664770,53.95,,0,0,1,0,0,,46,5,4-Seam Fastball,2,8,2,8,8,2,2,8,Infield shade,Standard,219,-0.006,-0.216,72.9,6.8,,0.216,,-6,-6,0.033,0.033,30,28,30,29,3,2,8,2,5,1,1.24,1,-1,37.9,13.423613445172727,6.505597139204452,26.50372634898026,37.15177996158845,27.036835264468216
