pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
CH,2025-04-10,86.1,-2.1,5.7,"Rocchio, Brayan",677587,686563,walk,ball,,,,,13,Brayan Rocchio walks.,R,L,R,CLE,CWS,B,,,3,2,2025,-1.4,0.2,-0.1583406336809703,1.1963005678100442,666310,,,1,6,Bot,,,,,,,7.49915494027316,-125.1350309628207,-4.818539492666072,-16.28591588840597,27.055709011618365,-29.275442576384968,3.06108573300077,1.42541557533109,,,,86.2,1605,6.6,778378,642136,683734,672820,678246,676070,681460,572191,596103,53.93,,0.691497,0.7,1,0,0,,50,9,Changeup,5,1,5,1,1,5,5,1,Strategic,Standard,247,0.002,0.173,,,,-0.173,,4,4,0.963,0.963,24,24,25,24,3,2,6,2,6,1,2.9,1.4,-1.4,23.9,,,,,
FC,2025-04-10,89.4,-2.32,5.88,"Rocchio, Brayan",677587,686563,,foul,,,,,1,Foul,R,L,R,CLE,CWS,S,,,3,2,2025,0.15,0.68,-0.5613770663754327,3.051716992326044,666310,,,1,6,Bot,,,,,,,3.9850542004647456,-130.2077908166584,-2.3931668633796996,0.8656602438642375,26.7730910681636,-24.176795364856606,3.1,1.42,223,71.9,32,88.8,2315,5.8,778378,642136,683734,672820,678246,676070,681460,572191,596103,54.65,,,,,,,,50,8,Cutter,5,1,5,1,1,5,5,1,Strategic,Standard,189,0,0,69.0,7.1,,0,88.0,4,4,0.963,0.963,24,24,25,24,3,2,6,2,6,1,2.17,-0.15,0.15,27.8,5.075922767617427,0.6040461353606499,20.966351243800787,39.38498364360512,33.025066422036424
CH,2025-04-10,85.4,-2.02,5.82,"Rocchio, Brayan",677587,686563,,foul,,,,,5,Foul,R,L,R,CLE,CWS,S,,,3,2,2025,-1.22,0.35,-0.17855237677557567,2.077075275054729,666310,,,1,6,Bot,,,,,,,6.811431005709098,-124.22373336708598,-3.1931822667317697,-14.034769421888416,25.715723688579352,-28.12826114924458,3.1,1.42,132,67,68,85.5,1770,6.5,778378,642136,683734,672820,678246,676070,681460,572191,596103,54.04,,,,,,,,50,7,Changeup,5,1,5,1,1,5,5,1,Strategic,Standard,245,0,0,69.5,7.0,,0,88.0,4,4,0.963,0.963,24,24,25,24,3,2,6,2,6,1,2.79,1.22,-1.22,25.3,2.331872928064344,1.2600657965121929,33.85320517175685,33.04251381704972,31.649570244733557
FF,2025-04-10,93.6,-2.21,5.93,"Rocchio, Brayan",677587,686563,,ball,,,,,14,Ball,R,L,R,CLE,CWS,B,,,2,2,2025,-1.05,1.16,0.8679101002721656,1.7303556694111537,666310,,,1,6,Bot,,,,,,,10.216934572177333,-135.7290276062263,-7.607882546026199,-15.267769289204486,29.575382187573062,-16.289491462433737,3.2319619482976,1.37383278068977,,,,93.2,2300,6.2,778378,642136,683734,672820,678246,676070,681460,572191,596103,54.28,,,,,,,,50,6,4-Seam Fastball,5,1,5,1,1,5,5,1,Strategic,Standard,230,0.002,0.097,,,,-0.097,,4,4,0.961,0.961,24,24,25,24,3,2,6,2,6,1,1.46,1.05,-1.05,27.8,,,,,
FF,2025-04-10,94.4,2,5.92,"Murphy, Sean",669221,666200,field_out,hit_into_play,,,,,2,Sean Murphy lines out to right fielder Nick Castellanos.,R,R,L,ATL,PHI,X,9,line_drive,2,2,2025,0.89,1.31,-0.22596657738605763,3.414427874480754,,,,2,6,Bot,176.58,96.13,,,,,-7.699920718204498,-137.16836930287823,-3.6738620830229625,13.026256333590334,31.85496099189792,-15.07729966425362,3.42,1.62,286,81.2,29,93.3,2257,5.8,778384,592663,547180,681082,664761,607208,596146,669016,592206,54.68,0.134,0.134,0,1,0,0,3,48,5,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,114,-0.014,-0.224,68.6,6.6,0.186,0.224,88.0,0,0,0.514,0.514,27,30,28,31,3,2,6,1,5,2,1.27,0.89,-0.89,33.1,4.826402724229208,12.525331343160326,25.309229328977853,37.14390681637723,20.527299229240178
CH,2025-04-10,85.3,-2.14,5.76,"Rocchio, Brayan",677587,686563,,foul,,,,,11,Foul,R,L,R,CLE,CWS,S,,,2,2,2025,-1.33,0.26,-1.386581923319721,2.3019336143996165,666310,,,1,6,Bot,,,,,,,4.45601180865383,-124.03608840928435,-2.24178716018392,-14.587219211020114,29.19016655589758,-29.243030964151036,3.1,1.42,217,81,20,84.6,1829,6.3,778378,642136,683734,672820,678246,676070,681460,572191,596103,54.2,,,,,,,,50,5,Changeup,5,1,5,1,1,5,5,1,Strategic,Standard,237,0,0,61.9,6.7,,0,88.0,4,4,0.961,0.961,24,24,25,24,3,2,6,2,6,1,2.92,1.33,-1.33,28.5,-4.385190423317402,25.065558296107053,20.662696082474636,48.999878723358464,15.673174299088899
FF,2025-04-10,93.5,-2.06,5.87,"Rocchio, Brayan",677587,686563,,called_strike,,,,,8,Called Strike,R,L,R,CLE,CWS,S,,,2,1,2025,-0.91,1.53,0.2685919208011609,1.660093977541968,666310,,,1,6,Bot,,,,,,,7.962378307966983,-135.61549731137552,-8.375170270498806,-13.031542514409804,32.55755250628645,-11.576693714046787,3.17990716480864,1.42047669112405,,,,92.7,2244,6.2,778378,642136,683734,672820,678246,676070,681460,572191,596103,54.29,,,,,,,,50,4,4-Seam Fastball,5,1,5,1,1,5,5,1,Strategic,Standard,228,-0.002,-0.09,,,,0.09,,4,4,0.963,0.963,24,24,25,24,3,2,6,2,6,1,1.11,0.91,-0.91,29.3,,,,,
FF,2025-04-10,94.9,2.06,5.98,"Murphy, Sean",669221,666200,,ball,,,,,13,Ball,R,R,L,ATL,PHI,B,,,1,2,2025,0.9,1.31,-1.9728112704665746,2.2490024213211663,,,,2,6,Bot,,,,,,,-12.464237333645272,-137.588869388469,-6.955274815571136,14.245213341681099,30.639516704767576,-14.073881594721849,3.45235423981099,1.6446244035609,,,,94.1,2230,6,778384,592663,547180,681082,664761,607208,596146,669016,592206,54.46,,,,,,,,48,4,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,131,0.002,0.042,,,,-0.042,,0,0,0.512,0.512,27,30,28,31,3,2,6,1,5,2,1.24,0.9,-0.9,35.6,,,,,
FC,2025-04-10,89.2,-2.07,5.8,"Rocchio, Brayan",677587,686563,,ball,,,,,14,Ball,R,L,R,CLE,CWS,B,,,1,1,2025,-0.02,0.74,1.2982086183910186,1.897832041276332,666310,,,1,6,Bot,,,,,,,8.313520305003978,-129.51098802811435,-5.074107051810258,-2.0339659814686715,28.796463780722465,-22.92733803280097,3.15876876434671,1.44866745698277,,,,88.9,2396,6.4,778378,642136,683734,672820,678246,676070,681460,572191,596103,54.14,,,,,,,,50,3,Cutter,5,1,5,1,1,5,5,1,Strategic,Standard,208,0.001,0.027,,,,-0.027,,4,4,0.962,0.962,24,24,25,24,3,2,6,2,6,1,2.15,0.02,-0.02,24.8,,,,,
ST,2025-04-10,82.9,2.33,5.71,"Murphy, Sean",669221,666200,,swinging_strike,,,,,7,Swinging Strike,R,R,L,ATL,PHI,S,,,1,1,2025,-0.86,0.11,-0.3497193584188867,1.7179938101910621,,,,2,6,Bot,,,,,,,-4.412827421392975,-120.71055775390603,-2.8601906266968524,-7.581238747339487,22.435813205987493,-30.808694050720163,3.42,1.62,,,,82.3,2317,5.7,778384,592663,547180,681082,664761,607208,596146,669016,592206,54.76,,,,,,,,48,3,Sweeper,1,1,1,1,1,1,1,1,Standard,Standard,317,-0.004,-0.062,75.4,8.5,,0.062,,0,0,0.516,0.516,27,30,28,31,3,2,6,1,5,2,3.19,-0.86,0.86,29.7,12.167745679860989,-7.366420092307243,33.112156170827475,36.68305359081883,29.74615475109914
