Time (Unix ms),Phase,Device Id,Position Id,Phase Name,Capture Phase Id,Record Id,Fx,Fy,Fz,Mx,My,Mz,COPx,COPy
1782845550436,1,12.00000018,Upper Delivery,Loading,pitch.0,358655,0.6945,-1.053,2.1062,-0.0732,-0.0526,0.2862,0.0,0.0
1782845550437,1,12.00000018,Upper Delivery,Loading,pitch.0,358656,0.7116,-1.0051,2.2484,0.0088,-0.0998,0.2964,0.0,0.0
1782845550438,1,12.00000018,Upper Delivery,Loading,pitch.0,358657,0.7253,-1.0108,2.1802,0.068,-0.0089,0.3105,0.0,0.0
1782845550439,1,11.0000004b,Drive,Loading,pitch.0,358238,0.4154,20.3539,115.1104,70.3253,-76.0719,9.8111,0.0788,0.0728
1782845550439,1,12.00000018,Upper Delivery,Loading,pitch.0,358658,0.762,-0.9961,2.0827,0.2988,0.0684,0.3202,0.0,0.0
1782845550439,1,Pitching Mound.Drive,,Loading,pitch.0,358238,0.4154,20.3539,115.1104,70.3253,-76.0719,9.8111,0.0788,0.0728
1782845550440,1,11.0000004b,Drive,Loading,pitch.0,358239,0.4018,20.4118,115.2498,70.3039,-76.1967,9.8784,0.0788,0.0727
1782845550440,1,12.00000018,Upper Delivery,Loading,pitch.0,358659,0.778,-1.0083,2.1246,0.4078,0.1127,0.3928,0.0,0.0
1782845550440,1,Pitching Mound.Drive,,Loading,pitch.0,358239,0.4018,20.4118,115.2498,70.3039,-76.1967,9.8784,0.0788,0.0727
1782845550441,1,11.0000004b,Drive,Loading,pitch.0,358240,0.3644,20.4638,115.1989,70.1736,-76.1097,9.9528,0.0788,0.0726
1782845550441,1,12.00000015,Lower Delivery,Loading,pitch.0,358070,-0.438,0.3626,0.6938,0.0936,-0.1339,0.0087,0.0,0.0
1782845550441,1,12.00000018,Upper Delivery,Loading,pitch.0,358660,0.7678,-1.0099,2.0816,0.3695,0.0503,0.3867,0.0,0.0
1782845550441,1,Pitching Mound.Delivery,,Loading,pitch.0,357880,0.3399,-0.6457,2.8185,0.0149,-0.0211,0.815,0.0,0.0
1782845550441,1,Pitching Mound.Drive,,Loading,pitch.0,358240,0.3644,20.4638,115.1989,70.1736,-76.1097,9.9528,0.0788,0.0726
1782845550441,1,Pitching Mound.Parent,,Loading,pitch.0,357580,0.7043,19.8181,118.0174,70.1886,-76.1308,10.7678,0.0769,0.0668
1782845550442,1,11.0000004b,Drive,Loading,pitch.0,358241,0.3183,20.4908,115.2624,70.0694,-76.1068,10.0017,0.0787,0.0725
1782845550442,1,12.00000015,Lower Delivery,Loading,pitch.0,358071,-0.4523,0.3381,0.7031,0.0863,-0.1482,0.0059,0.0,0.0
1782845550442,1,12.00000018,Upper Delivery,Loading,pitch.0,358661,0.7614,-1.0053,1.7972,0.4448,-0.1294,0.4456,0.0,0.0
1782845550442,1,Pitching Mound.Delivery,,Loading,pitch.0,357881,0.3155,-0.6718,2.7847,-0.0128,-0.0979,0.8075,0.0,0.0
1782845550442,1,Pitching Mound.Drive,,Loading,pitch.0,358241,0.3183,20.4908,115.2624,70.0694,-76.1068,10.0017,0.0787,0.0725
1782845550442,1,Pitching Mound.Parent,,Loading,pitch.0,357581,0.6338,19.8191,118.047,70.0566,-76.2047,10.8092,0.0768,0.0668
1782845550443,1,11.0000004b,Drive,Loading,pitch.0,358242,0.2879,20.5411,115.283,70.0026,-76.2922,10.0718,0.0789,0.0724
1782845550443,1,11.0000004b,Drive,Loading,pitch.0,358243,0.2436,20.5927,115.3268,69.9563,-76.4477,10.1247,0.079,0.0723
1782845550443,1,12.00000015,Lower Delivery,Loading,pitch.0,358072,-0.4562,0.3475,0.6888,0.0792,-0.1483,0.0153,0.0,0.0
1782845550443,1,12.00000018,Upper Delivery,Loading,pitch.0,358662,0.762,-1.0276,1.859,0.3128,-0.0372,0.4319,0.0,0.0
1782845550443,1,Pitching Mound.Delivery,,Loading,pitch.0,357882,0.3053,-0.6578,2.4859,0.1471,-0.2777,0.8749,0.0,0.0
1782845550443,1,Pitching Mound.Drive,,Loading,pitch.0,358242,0.2879,20.5411,115.283,70.0026,-76.2922,10.0718,0.0789,0.0724
1782845550443,1,Pitching Mound.Drive,,Loading,pitch.0,358243,0.2436,20.5927,115.3268,69.9563,-76.4477,10.1247,0.079,0.0723
1782845550443,1,Pitching Mound.Parent,,Loading,pitch.0,357582,0.5932,19.8834,117.7689,70.1497,-76.5699,10.9467,0.0772,0.0677
1782845550444,1,11.0000004b,Drive,Loading,pitch.0,358244,0.2137,20.6381,115.4158,69.9058,-76.5082,10.2129,0.079,0.0722
1782845550444,1,12.00000015,Lower Delivery,Loading,pitch.0,358073,-0.4328,0.352,0.6757,0.0761,-0.156,0.0125,0.0,0.0
1782845550444,1,12.00000018,Upper Delivery,Loading,pitch.0,358663,0.7514,-1.0037,1.7176,0.1414,-0.0884,0.3828,0.0,0.0
1782845550444,1,Pitching Mound.Delivery,,Loading,pitch.0,357883,0.3291,-0.6756,2.5347,-0.0134,-0.1932,0.8506,0.0,0.0
1782845550444,1,Pitching Mound.Drive,,Loading,pitch.0,358244,0.2137,20.6381,115.4158,69.9058,-76.5082,10.2129,0.079,0.0722
1782845550444,1,Pitching Mound.Parent,,Loading,pitch.0,357583,0.5728,19.9172,117.8615,69.9428,-76.6409,10.9753,0.0773,0.0673
1782845550445,1,11.0000004b,Drive,Loading,pitch.0,358245,0.1629,20.6658,115.4097,69.7689,-76.4668,10.3016,0.079,0.0721
1782845550445,1,12.00000015,Lower Delivery,Loading,pitch.0,358074,-0.4194,0.3191,0.6916,0.0629,-0.1526,0.0125,0.0,0.0
1782845550445,1,12.00000018,Upper Delivery,Loading,pitch.0,358664,0.7215,-1.0092,1.5045,0.0341,-0.0807,0.3215,0.0,0.0
1782845550445,1,Pitching Mound.Delivery,,Loading,pitch.0,357884,0.332,-0.6846,2.4092,-0.1445,-0.2409,0.7933,0.0,0.0
1782845550445,1,Pitching Mound.Drive,,Loading,pitch.0,358245,0.1629,20.6658,115.4097,69.7689,-76.4668,10.3016,0.079,0.0721
1782845550445,1,Pitching Mound.Parent,,Loading,pitch.0,357584,0.5457,19.9535,117.825,69.7613,-76.7491,11.0062,0.0774,0.0678
1782845550446,1,11.0000004b,Drive,Loading,pitch.0,358246,0.113,20.7056,115.3916,69.7048,-76.5224,10.3554,0.079,0.072
1782845550446,1,12.00000015,Lower Delivery,Loading,pitch.0,358075,-0.4354,0.3457,0.6935,0.0613,-0.1538,0.0105,0.0,0.0
1782845550446,1,12.00000018,Upper Delivery,Loading,pitch.0,358665,0.7221,-0.9958,1.739,-0.0523,-0.1416,0.2445,0.0,0.0
1782845550446,1,Pitching Mound.Delivery,,Loading,pitch.0,357885,0.286,-0.6635,2.1981,-0.1804,-0.2344,0.7253,0.0,0.0
1782845550446,1,Pitching Mound.Drive,,Loading,pitch.0,358246,0.113,20.7056,115.3916,69.7048,-76.5224,10.3554,0.079,0.072
1782845550446,1,Pitching Mound.Parent,,Loading,pitch.0,357585,0.4489,20.0023,117.6077,69.5886,-76.7012,11.0269,0.0775,0.0684
1782845550447,1,11.0000004b,Drive,Loading,pitch.0,358247,0.0756,20.7405,115.3919,69.6906,-76.7445,10.4184,0.0793,0.072
1782845550447,1,12.00000015,Lower Delivery,Loading,pitch.0,358076,-0.4327,0.3364,0.6964,0.0622,-0.1491,0.0138,0.0,0.0
1782845550447,1,12.00000018,Upper Delivery,Loading,pitch.0,358666,0.7211,-0.9876,1.8245,-0.1319,-0.0564,0.17,0.0,0.0
1782845550447,1,Pitching Mound.Delivery,,Loading,pitch.0,357886,0.2894,-0.6594,2.4354,-0.3446,-0.2907,0.651,0.0,0.0
