Time (Unix ms),Phase,Device Id,Position Id,Phase Name,Capture Phase Id,Record Id,Fx,Fy,Fz,Mx,My,Mz,COPx,COPy
1783113588274,1,12.00000015,Lower Delivery,Loading,pitch.0,48358,0.4061,-0.0349,0.402,0.5826,-0.0849,-2.1833,0.0,0.0
1783113588274,1,Pitching Mound.Parent,,Loading,pitch.0,48285,0.4419,6.5551,51.9669,31.8326,-49.9712,4.8883,0.1272,0.0824
1783113588275,1,11.0000004b,Drive,Loading,pitch.0,48451,0.1733,6.4888,51.6606,31.636,-50.2047,3.6689,0.1284,0.0809
1783113588275,1,12.00000015,Lower Delivery,Loading,pitch.0,48359,0.4069,-0.0379,0.4265,0.5622,-0.1116,-2.191,0.0,0.0
1783113588275,1,12.00000018,Upper Delivery,Loading,pitch.0,48414,-0.06,0.0971,0.0922,-0.4186,0.162,3.6811,0.0,0.0
1783113588275,1,Pitching Mound.Delivery,,Loading,pitch.0,48315,0.3468,0.0592,0.5187,0.2573,0.0505,1.3314,0.0,0.0
1783113588275,1,Pitching Mound.Drive,,Loading,pitch.0,48451,0.1733,6.4888,51.6606,31.636,-50.2047,3.6689,0.1284,0.0809
1783113588275,1,Pitching Mound.Parent,,Loading,pitch.0,48286,0.5201,6.5479,52.1794,31.8933,-50.1542,5.0003,0.1271,0.0823
1783113588276,1,11.0000004b,Drive,Loading,pitch.0,48452,0.1657,6.5118,51.687,31.7094,-50.2301,3.6707,0.1284,0.081
1783113588276,1,12.00000015,Lower Delivery,Loading,pitch.0,48360,0.4237,-0.0339,0.4544,0.5613,-0.1956,-2.1443,0.0,0.0
1783113588276,1,12.00000018,Upper Delivery,Loading,pitch.0,48415,-0.1919,0.0861,0.0939,-0.4096,0.1568,3.5812,0.0,0.0
1783113588276,1,Pitching Mound.Delivery,,Loading,pitch.0,48316,0.2318,0.0523,0.5483,0.2743,-0.0387,1.2276,0.0,0.0
1783113588276,1,Pitching Mound.Drive,,Loading,pitch.0,48452,0.1657,6.5118,51.687,31.7094,-50.2301,3.6707,0.1284,0.081
1783113588276,1,Pitching Mound.Parent,,Loading,pitch.0,48287,0.3975,6.5641,52.2353,31.9837,-50.2688,4.8983,0.127,0.0825
1783113588277,1,11.0000004b,Drive,Loading,pitch.0,48453,0.1543,6.505,51.6496,31.621,-50.0222,3.681,0.1279,0.0809
1783113588277,1,12.00000015,Lower Delivery,Loading,pitch.0,48361,0.3505,-0.0648,0.3429,0.5841,-0.1814,-2.218,0.0,0.0
1783113588277,1,12.00000018,Upper Delivery,Loading,pitch.0,48416,-0.1365,0.0994,0.1562,-0.4129,0.1587,3.6174,0.0,0.0
1783113588277,1,Pitching Mound.Delivery,,Loading,pitch.0,48317,0.214,0.0347,0.4991,0.2346,-0.0227,1.2338,0.0,0.0
1783113588277,1,Pitching Mound.Drive,,Loading,pitch.0,48453,0.1543,6.505,51.6496,31.621,-50.0222,3.681,0.1279,0.0809
1783113588277,1,Pitching Mound.Parent,,Loading,pitch.0,48288,0.3683,6.5396,52.1487,31.8557,-50.0449,4.9148,0.1267,0.0813
1783113588278,1,11.0000004b,Drive,Loading,pitch.0,48454,0.1546,6.4979,51.7583,31.6094,-49.9278,3.7121,0.1274,0.0807
