Time (Unix ms),Phase,Device Id,Position Id,Phase Name,Capture Phase Id,Record Id,Fx,Fy,Fz,Mx,My,Mz,COPx,COPy
1783094591167,1,11.0000004b,Drive,Loading,pitch.0,13884,-2.1518,2.3379,30.4729,22.4639,40.6145,2.8862,-0.1397,0.0773
1783094591167,1,12.00000015,Lower Delivery,Loading,pitch.0,13861,-0.0102,0.0004,0.017,-0.0019,-0.0578,0.0016,0.0,0.0
1783094591167,1,12.00000018,Upper Delivery,Loading,pitch.0,13873,0.027,0.002,0.0549,-1.9611,-1.3514,-2.0134,0.0,0.0
1783094591167,1,Pitching Mound.Drive,,Loading,pitch.0,13884,-2.1518,2.3379,30.4729,22.4639,40.6145,2.8862,-0.1397,0.0773
1783094591167,1,Pitching Mound.Parent,,Loading,pitch.0,13831,-2.1349,2.3403,30.5448,20.488,39.2053,0.8871,-0.1394,0.0767
1783094591168,1,11.0000004b,Drive,Loading,pitch.0,13885,-2.0998,2.2889,30.1098,22.1296,40.0637,2.8818,-0.1394,0.077
1783094591168,1,12.00000015,Lower Delivery,Loading,pitch.0,13862,-0.012,0.0005,0.0183,0.0001,-0.0545,0.0031,0.0,0.0
1783094591168,1,12.00000018,Upper Delivery,Loading,pitch.0,13874,0.027,0.0043,0.0534,-1.9002,-1.002,-2.028,0.0,0.0
1783094591168,1,Pitching Mound.Delivery,,Loading,pitch.0,13848,0.015,0.0048,0.0717,-1.912,-1.0565,-2.0116,0.0,0.0
1783094591168,1,Pitching Mound.Drive,,Loading,pitch.0,13885,-2.0998,2.2889,30.1098,22.1296,40.0637,2.8818,-0.1394,0.077
1783094591168,1,Pitching Mound.Parent,,Loading,pitch.0,13832,-2.0848,2.2937,30.1815,20.2176,39.0072,0.8702,-0.1391,0.0764
1783094591169,1,11.0000004b,Drive,Loading,pitch.0,13886,-2.0598,2.2425,29.6936,21.7689,39.689,2.8816,-0.1401,0.0768
1783094591169,1,12.00000015,Lower Delivery,Loading,pitch.0,13863,-0.0079,-0.0007,0.0228,-0.0012,-0.057,0.0038,0.0,0.0
1783094591169,1,12.00000018,Upper Delivery,Loading,pitch.0,13875,0.0278,0.0148,0.0464,-2.0835,-0.9823,-2.0819,0.0,0.0
1783094591169,1,Pitching Mound.Delivery,,Loading,pitch.0,13849,0.0199,0.0141,0.0692,-2.0927,-1.0393,-2.0659,0.0,0.0
1783094591169,1,Pitching Mound.Drive,,Loading,pitch.0,13886,-2.0598,2.2425,29.6936,21.7689,39.689,2.8816,-0.1401,0.0768
1783094591169,1,Pitching Mound.Parent,,Loading,pitch.0,13833,-2.0399,2.2566,29.7627,19.6762,38.6497,0.8157,-0.1398,0.0764
1783094591170,1,11.0000004b,Drive,Loading,pitch.0,13887,-1.9903,2.2219,29.5464,21.7963,39.4552,2.7847,-0.1399,0.0773
1783094591170,1,12.00000015,Lower Delivery,Loading,pitch.0,13864,-0.0099,0.0003,0.0236,0.0058,-0.0388,0.0047,0.0,0.0
1783094591170,1,12.00000018,Upper Delivery,Loading,pitch.0,13876,0.0282,0.008,0.0486,-2.0666,-1.1004,-2.022,0.0,0.0
1783094591170,1,Pitching Mound.Delivery,,Loading,pitch.0,13850,0.0183,0.0083,0.0721,-2.0693,-1.1392,-2.0042,0.0,0.0
1783094591170,1,Pitching Mound.Drive,,Loading,pitch.0,13887,-1.9903,2.2219,29.5464,21.7963,39.4552,2.7847,-0.1399,0.0773
1783094591170,1,Pitching Mound.Parent,,Loading,pitch.0,13834,-1.972,2.2302,29.6186,19.727,38.316,0.7804,-0.1396,0.0768
1783094591171,1,11.0000004b,Drive,Loading,pitch.0,13888,-1.9696,2.1765,28.879,21.0141,38.4696,2.8273,-0.1396,0.0763
1783094591171,1,12.00000015,Lower Delivery,Loading,pitch.0,13865,-0.0106,0.0004,0.0235,0.0194,-0.0334,0.003,0.0,0.0
1783094591171,1,12.00000018,Upper Delivery,Loading,pitch.0,13877,0.0287,0.0087,0.0466,-1.8422,-1.1258,-1.9649,0.0,0.0
1783094591171,1,Pitching Mound.Delivery,,Loading,pitch.0,13851,0.0181,0.0092,0.0701,-1.8307,-1.1593,-1.9486,0.0,0.0
1783094591171,1,Pitching Mound.Drive,,Loading,pitch.0,13888,-1.9696,2.1765,28.879,21.0141,38.4696,2.8273,-0.1396,0.0763
